time/episodes,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/actor_loss,train/critic_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
30668,5.9,1637,2.3789470300000004,186248,113,-0.7303707798322042,0.029525788500905037,0.001,186144,,
30672,5.87,1638,2.3465923500000003,186267,113,-0.9850603342056274,0.030194027815014124,0.001,186166,,
30676,5.83,1638,2.33745943,186289,113,-0.9271009961764017,0.03399910219013691,0.001,186188,,
30680,5.85,1638,2.35459933,186313,113,-1.0187185853719711,0.032690471304314475,0.001,186208,,
30684,5.77,1638,2.32771971,186331,113,-0.8471925854682922,0.04651417303830385,0.001,186230,,
30688,5.71,1639,2.26365339,186350,113,-0.9473550021648407,0.038876673206686974,0.001,186248,,
30692,5.62,1639,2.25485613,186376,113,-0.9940690398216248,0.03449236080050468,0.001,186271,,
30696,5.72,1639,2.27236264,186406,113,-0.8596947073936463,0.036630821600556376,0.001,186304,,
30700,5.7,1639,2.22151621,186427,113,-0.928756316502889,0.06898261327296495,0.001,186325,,
30704,5.74,1640,2.2713657000000005,186451,113,-0.9800651669502258,0.042102833092212674,0.001,186348,,
30708,5.68,1640,2.2236510800000002,186471,113,-0.9537174999713898,0.042765019461512566,0.001,186367,,
30712,5.66,1640,2.22442126,186493,113,-0.926759660243988,0.033078777603805065,0.001,186391,,
30716,5.7,1640,2.2669987700000003,186516,113,-0.9249174197514852,0.0391116589307785,0.001,186414,,
30720,5.75,1641,2.28084852,186542,113,-0.9432827234268188,0.03694812394678593,0.001,186438,,
30724,5.74,1641,2.2899262900000004,186560,113,-0.9310082495212555,0.03870037291198969,0.001,186459,,
30728,5.63,1641,2.2478070199999998,186580,113,-1.002308040857315,0.03727322909981012,0.001,186476,,
30732,5.57,1641,2.1875492199999997,186599,113,-1.0325695276260376,0.03431480787694454,0.001,186497,,
30736,5.61,1642,2.2409963200000003,186626,113,-0.8850158333778382,0.03506778511736128,0.001,186524,,
30740,5.53,1642,2.19852283,186648,113,-0.6645278930664062,0.028898824471980333,0.001,186546,,
30744,5.53,1642,2.18917212,186668,113,-1.0016014277935028,0.0336147278547287,0.001,186567,,
30748,5.59,1642,2.2224485399999994,186697,113,-0.9037458777427674,0.032933855801820754,0.001,186592,,
30752,5.59,1643,2.27207211,186720,113,-0.9510994752248129,0.03676696556309859,0.001,186618,,
30756,5.63,1643,2.3010884099999998,186745,113,-0.8325239419937134,0.03496375270187855,0.001,186641,,
30760,5.66,1643,2.33457473,186770,113,-1.0866360187530517,0.038859337154361934,0.001,186668,,
30764,5.61,1643,2.3144064400000004,186788,113,-0.9133669435977936,0.0411981150507927,0.001,186687,,
30768,5.7,1644,2.34824894,186818,113,-0.9691122968991598,0.04042786701271931,0.001,186712,,
30772,5.71,1644,2.3535759,186838,113,-0.9419829547405243,0.03463710211217404,0.001,186737,,
30776,5.77,1644,2.3940753999999997,186866,113,-0.9309187680482864,0.08656939584761858,0.001,186763,,
30780,5.79,1644,2.3737801199999997,186892,113,-0.9891633689403534,0.042566061951220036,0.001,186791,,
30784,5.81,1645,2.35975873,186912,113,-0.9200718402862549,0.031597763672471045,0.001,186810,,
30788,5.87,1645,2.38544335,186937,113,-0.9395695626735687,0.040086832642555234,0.001,186835,,
30792,5.79,1645,2.2887345299999997,186955,113,-0.667341947555542,0.03576114922761917,0.001,186854,,
30796,5.7,1646,2.2666100000000005,186976,113,-0.781739205121994,0.05543513037264347,0.001,186874,,
30800,5.71,1646,2.27977533,186998,113,-0.9133550524711609,0.03542572073638439,0.001,186892,,
30804,5.66,1646,2.2279212200000003,187017,113,-0.8089224994182587,0.051764100790023804,0.001,186916,,
30808,5.74,1646,2.27748944,187045,113,-0.9360798746347427,0.03572461428120732,0.001,186941,,
30812,5.83,1647,2.36574491,187076,113,-0.7588863223791122,0.03353984426293108,0.001,186971,,
30816,5.88,1647,2.37175169,187104,113,-0.9837098717689514,0.039961328729987144,0.001,186998,,
30820,5.84,1647,2.3667284,187126,113,-0.8891642987728119,0.035917294770479204,0.001,187025,,
30824,5.89,1647,2.4087748999999996,187149,113,-0.9316697418689728,0.042921661585569384,0.001,187047,,
30828,5.9,1648,2.40725093,187170,113,-0.8104645907878876,0.032545872032642365,0.001,187068,,
30832,5.96,1648,2.46735405,187195,113,-0.7849627335866293,0.04176293561855952,0.001,187093,,
30836,5.92,1648,2.42610556,187218,113,-0.9164886474609375,0.03986331596970558,0.001,187116,,
30840,5.96,1649,2.41954871,187244,113,-0.7512598633766174,0.03342660383454391,0.001,187143,,
30844,6.0,1649,2.45380726,187268,113,-0.7978332837422689,0.03400000836700201,0.001,187162,,
30848,5.93,1649,2.40880195,187290,113,-0.8942936807870865,0.03657413513532707,0.001,187188,,
30852,5.98,1649,2.4510454999999998,187318,113,-0.9372302055358886,0.03403756477766567,0.001,187216,,
30856,5.98,1650,2.45879376,187343,113,-1.0218618512153625,0.03186595579609275,0.001,187237,,
30860,5.93,1650,2.3980641599999997,187363,113,-0.9339281022548676,0.03352554440498352,0.001,187261,,
30864,5.95,1650,2.37763493,187383,113,-0.9324378073215485,0.034526923298835756,0.001,187281,,
30868,5.86,1650,2.34528296,187404,113,-0.9390809834003448,0.03273196757904121,0.001,187302,,
30872,5.88,1651,2.35386889,187426,113,-0.8699852029482523,0.029609543830156328,0.001,187322,,
30876,5.85,1651,2.2774130200000005,187451,113,-1.077866643667221,0.040273336693644524,0.001,187346,,
30880,5.84,1651,2.29178122,187476,113,-0.9358947277069092,0.043890634924173354,0.001,187374,,
30884,5.84,1651,2.2885185900000007,187496,113,-0.9931650161743164,0.028623847290873528,0.001,187394,,
30888,5.84,1652,2.30898955,187521,113,-0.9663268327713013,0.03005902034540971,0.001,187420,,
30892,5.9,1652,2.34175972,187545,113,-0.955298125743866,0.03270545415580273,0.001,187443,,
30896,5.94,1652,2.3517040699999994,187570,113,-0.945470372835795,0.03341306533132281,0.001,187467,,
30900,5.97,1652,2.3193779100000005,187595,113,-1.054088056087494,0.03502709344029427,0.001,187493,,
30904,6.04,1653,2.43329307,187621,113,-0.927833616733551,0.03610096536576748,0.001,187517,,
30908,6.1,1653,2.50607236,187655,113,-0.8622069160143534,0.03742733132094145,0.001,187545,,
30912,5.99,1653,2.40346039,187675,113,-0.9060267607371012,0.03775017373263836,0.001,187574,,
30916,5.95,1653,2.39640105,187699,113,-0.9824912746747335,0.03624446913599968,0.001,187596,,
30920,6.0,1654,2.42904284,187726,113,-0.8886792778968811,0.043823450182875,0.001,187620,,
30924,5.99,1654,2.42290881,187748,113,-0.9398511052131653,0.03401718735694885,0.001,187643,,
30928,6.04,1654,2.4533054499999998,187774,113,-0.9753989577293396,0.03703844780102372,0.001,187670,,
30932,6.02,1655,2.44639528,187797,113,-0.989141583442688,0.03767729643732309,0.001,187696,,
30936,6.06,1655,2.44827926,187824,113,-0.9493528008460999,0.034526887349784374,0.001,187717,,
30940,6.05,1655,2.4557259499999997,187849,113,-1.019898275534312,0.033278838545084,0.001,187742,,
30944,6.1,1656,2.51299834,187878,113,-0.8570318420728048,0.030760901421308516,0.001,187772,,
30948,6.14,1656,2.5281747,187904,113,-1.0351502001285553,0.03717623930424452,0.001,187795,,
30952,6.1,1656,2.48325953,187928,113,-0.9480392336845398,0.03559153092404207,0.001,187826,,
30956,6.11,1656,2.5110245399999997,187954,113,-0.8617193937301636,0.030537973530590533,0.001,187852,,
30960,6.1,1657,2.51872528,187973,113,-0.8902859389781952,0.03826850187033415,0.001,187871,,
30964,6.11,1657,2.5250601700000006,187994,113,-1.0314036011695862,0.04050700180232525,0.001,187890,,
30968,6.18,1657,2.56309282,188022,113,-0.8950660030047098,0.03589547798037529,0.001,187917,,
30972,6.2,1657,2.607988450000001,188046,113,-0.9625836610794067,0.03497863560914993,0.001,187944,,
30976,6.19,1658,2.6363563100000005,188070,113,-1.016183152794838,0.031765156026397436,0.001,187964,,
30980,6.2,1658,2.623509940000001,188096,113,-0.9294086496035258,0.03738146461546421,0.001,187994,,
30984,6.28,1658,2.6627345000000004,188124,113,-0.8316144645214081,0.031995788449421525,0.001,188020,,
30988,6.25,1659,2.6289393999999997,188146,113,-0.9708361923694611,0.03789728209376335,0.001,188045,,
30992,6.27,1659,2.639169999999999,188172,113,-0.9764804393053055,0.032143686380651265,0.001,188069,,
30996,6.24,1659,2.6308188399999994,188194,113,-0.9167513847351074,0.037218425422906876,0.001,188089,,
31000,6.22,1659,2.664530269999999,188217,113,-1.0224005281925201,0.03453824948519468,0.001,188113,,
31004,6.17,1660,2.5912706,188238,113,-0.7602912783622742,0.0399493919685483,0.001,188136,,
31008,6.04,1660,2.4826905300000006,188259,113,-0.6881296336650848,0.03708430901169777,0.001,188155,,
31012,6.11,1660,2.48137973,188286,113,-0.8156424641609192,0.0362904641777277,0.001,188183,,
31016,6.07,1660,2.42370028,188306,113,-0.8842515647411346,0.03557345224544406,0.001,188204,,
31020,5.99,1660,2.3559300100000002,188325,113,-0.6818123161792755,0.03661628365516663,0.001,188223,,
31024,5.97,1661,2.33346584,188345,113,-0.9560650885105133,0.03945401906967163,0.001,188243,,
31028,5.94,1661,2.29596786,188368,113,-0.8932997981707255,0.03835457302629948,0.001,188262,,
31032,5.96,1661,2.3185753200000003,188393,113,-1.006772243976593,0.03048491312397851,0.001,188292,,
31036,5.97,1661,2.4294263899999997,188421,113,-0.9605040550231934,0.09944647426406543,0.001,188319,,
31040,5.94,1662,2.428338,188443,113,-0.9617763459682465,0.038680347800254825,0.001,188339,,
31044,5.84,1662,2.3439204900000004,188462,113,-0.8931068181991577,0.03782597035169601,0.001,188361,,
31048,5.86,1662,2.3783440500000004,188490,113,-0.9643526871999105,0.0415458818050948,0.001,188386,,
31052,5.88,1662,2.39675058,188516,113,-1.020718554655711,0.04018751372184072,0.001,188415,,
31056,5.87,1663,2.3760409799999995,188541,113,-0.890922874212265,0.033432772010564805,0.001,188439,,
31060,5.9,1663,2.3982063100000004,188563,113,-1.031437337398529,0.04511345271021128,0.001,188458,,
31064,5.92,1663,2.4377223800000003,188586,113,-0.9882491528987885,0.03132369136437774,0.001,188481,,
31068,5.93,1663,2.40441126,188615,113,-0.9601565152406693,0.03225788497366011,0.001,188513,,
31072,5.98,1664,2.39724331,188644,113,-0.9619090855121613,0.0433339667506516,0.001,188539,,
31076,6.0,1664,2.41273114,188670,113,-1.0354402661323547,0.030692077800631525,0.001,188566,,
31080,6.0,1664,2.3885269399999998,188696,113,-1.1074056228001912,0.03958968711750848,0.001,188595,,
31084,5.94,1665,2.36354331,188718,113,-0.9176000555356344,0.03369892512758573,0.001,188616,,
31088,5.91,1665,2.37220215,188737,113,-0.8697183132171631,0.03378918394446373,0.001,188635,,
31092,5.93,1665,2.3838475000000003,188765,113,-0.8881250222524008,0.040384510159492494,0.001,188660,,
31096,5.91,1665,2.38179927,188785,113,-0.9252857863903046,0.03357064053416252,0.001,188683,,
31100,5.88,1665,2.3727239,188805,113,-1.144168734550476,0.03706825338304043,0.001,188703,,
31104,6.01,1666,2.4458202000000004,188839,113,-0.8949584811925888,0.03510904072650841,0.001,188730,,
31108,6.11,1666,2.55287836,188870,113,-0.8775048851966858,0.03983322763815522,0.001,188769,,
31112,6.05,1666,2.55234293,188891,113,-0.8642967641353607,0.0335698239505291,0.001,188789,,
31116,6.09,1667,2.59684118,188915,113,-1.0204583555459976,0.03335759762142386,0.001,188812,,
31120,6.1,1667,2.6022849799999994,188935,113,-0.8924211859703064,0.037501049041748044,0.001,188834,,
31124,6.11,1667,2.59094242,188956,113,-0.9911742210388184,0.03302316522846619,0.001,188854,,
31128,6.14,1667,2.5980690199999996,188982,113,-0.849818229675293,0.03706106460756726,0.001,188877,,
31132,6.07,1668,2.5411823,189000,113,-0.886703372001648,0.030465864576399326,0.001,188899,,
31136,6.01,1668,2.41573046,189022,113,-0.8855957239866257,0.03516522375866771,0.001,188921,,
31140,6.03,1668,2.40725504,189046,113,-0.8900362650553385,0.03195479102432728,0.001,188942,,
31144,6.1,1668,2.4330142699999997,189072,113,-0.9276038408279419,0.028895623981952667,0.001,188966,,
31148,6.02,1669,2.3746282799999996,189092,113,-0.9313270747661591,0.03550324309617281,0.001,188990,,
31152,6.0,1669,2.31304998,189116,113,-0.9022719661394755,0.04366386160254478,0.001,189014,,
31156,5.99,1669,2.3200135,189140,113,-0.7999178171157837,0.03717047721147537,0.001,189037,,
31160,6.02,1670,2.33215673,189165,113,-0.8316248655319214,0.039699227238694824,0.001,189062,,
31164,6.09,1670,2.37377734,189195,113,-0.8321888446807861,0.040707221520798545,0.001,189089,,
31168,5.99,1670,2.34789344,189214,113,-0.9442036747932434,0.033884331583976746,0.001,189113,,
31172,5.93,1670,2.32219288,189237,113,-0.8595321476459503,0.031060272455215455,0.001,189135,,
31176,5.91,1671,2.2862668999999998,189261,113,-0.9820449550946554,0.03640155015247209,0.001,189159,,
31180,5.89,1671,2.34905955,189285,113,-0.8214199841022491,0.03105432689189911,0.001,189183,,
31184,5.86,1671,2.34324225,189304,113,-0.7057400643825531,0.03632489498704672,0.001,189202,,
31188,5.91,1671,2.37163799,189328,113,-1.0261408885320027,0.03981712833046913,0.001,189223,,
31192,5.87,1672,2.35531158,189352,113,-0.9246714313824972,0.042004915326833724,0.001,189246,,
31196,5.88,1672,2.35741713,189373,113,-1.0058165490627289,0.038691741228103635,0.001,189271,,
31200,5.92,1672,2.36018412,189397,113,-0.9062438011169434,0.03678194454146756,0.001,189295,,
31204,5.77,1672,2.2670792,189416,113,-0.930082360903422,0.042459797114133835,0.001,189314,,
31208,5.7,1673,2.1732668000000004,189440,113,-0.8243863135576248,0.03934607305563986,0.001,189338,,
31212,5.82,1673,2.23449336,189473,113,-0.8175187408924103,0.03866609661943383,0.001,189365,,
31216,5.79,1673,2.21564659,189494,113,-0.9510170420010885,0.04128833040595055,0.001,189390,,
31220,5.8,1673,2.21477863,189515,113,-1.0399423837661743,0.03478941805660725,0.001,189411,,
31224,5.83,1674,2.28029375,189539,113,-0.9685274362564087,0.0342558640986681,0.001,189438,,
31228,5.82,1674,2.29446324,189564,113,-0.8976407647132874,0.03386455588042736,0.001,189459,,
31232,5.87,1674,2.30611785,189587,113,-0.8665856321652731,0.034361235052347186,0.001,189482,,
31236,5.84,1674,2.29606845,189606,113,-0.9297580718994141,0.03498142026364803,0.001,189504,,
31240,5.81,1675,2.27820448,189627,113,-0.8725378513336182,0.05540762767195702,0.001,189525,,
31244,5.78,1675,2.2583629299999997,189650,113,-0.9080879986286163,0.03706780187785626,0.001,189547,,
31248,5.77,1675,2.2427622200000004,189669,113,-0.8611100018024445,0.039928424172103405,0.001,189567,,
31252,5.75,1675,2.27170945,189691,113,-0.9675375819206238,0.04074528738856316,0.001,189590,,
31256,5.74,1676,2.24008691,189714,113,-0.7783722877502441,0.040401829034090044,0.001,189612,,
31260,5.77,1676,2.25336515,189742,113,-0.9284282922744751,0.03332423253191842,0.001,189636,,
31264,5.69,1676,2.17721888,189764,113,-0.9267692168553671,0.04524064250290394,0.001,189663,,
31268,5.81,1677,2.2849908,189795,113,-0.8295343369245529,0.03394894162192941,0.001,189692,,
31272,5.82,1677,2.2935722100000002,189819,113,-0.8954561352729797,0.03698823377490044,0.001,189717,,
31276,5.85,1677,2.3365330400000004,189846,113,-0.978630319237709,0.03637600154615939,0.001,189744,,
31280,5.87,1677,2.30845111,189872,113,-0.9171737283468246,0.03617915324866772,0.001,189771,,
31284,5.95,1678,2.3375969199999997,189899,113,-1.0430386364459991,0.033359785377979276,0.001,189795,,
31288,5.93,1678,2.3072719999999998,189921,113,-0.8649250864982605,0.03854661155492067,0.001,189817,,
31292,5.86,1678,2.26916669,189938,113,-0.8863314688205719,0.04736375529319048,0.001,189837,,
31296,5.94,1678,2.32299113,189967,113,-0.893001663684845,0.03726683035492897,0.001,189865,,
31300,5.89,1679,2.28940238,189986,113,-0.8972288966178894,0.03621865436434746,0.001,189884,,
,,,,190000,,-0.9201766848564148,0.03266148827970028,0.001,189895,2.9198106499999996,6.25
31304,5.98,1679,2.34917255,190014,113,-0.8651376962661743,0.038248708844184874,0.001,189909,,
31308,5.91,1680,2.3299595600000003,190031,113,-0.9634857177734375,0.03471529483795166,0.001,189930,,
31312,5.82,1680,2.27685802,190055,113,-1.0158758163452148,0.04150716960430145,0.001,189950,,
31316,5.86,1680,2.32694153,190080,113,-0.7845703959465027,0.03143952274695039,0.001,189975,,
31320,5.84,1680,2.31485534,190099,113,-0.8996629118919373,0.03487630933523178,0.001,189997,,
31324,5.86,1681,2.2661345599999994,190125,113,-0.8822268843650818,0.03566363304853439,0.001,190021,,
31328,5.91,1681,2.30833896,190155,113,-0.8500082890192667,0.035732305475643704,0.001,190053,,
31332,5.85,1681,2.2923005400000003,190172,113,-0.8853283524513245,0.042593787610530856,0.001,190071,,
31336,5.92,1681,2.34301694,190198,113,-0.789444088935852,0.03166973441839218,0.001,190092,,
31340,5.94,1682,2.33640342,190221,113,-0.9644961357116699,0.036573391407728195,0.001,190120,,
31344,5.95,1682,2.3589320499999995,190245,113,-0.9192933440208435,0.0320778451859951,0.001,190143,,
31348,6.02,1682,2.3952180399999996,190271,113,-0.9619645873705546,0.03475566916167736,0.001,190164,,
31352,6.0,1683,2.3607575100000004,190291,113,-1.1156877875328064,0.029865801334381104,0.001,190187,,
31356,5.95,1683,2.33305489,190309,113,-0.9167203605175018,0.034768552519381046,0.001,190208,,
31360,5.92,1683,2.33711523,190334,113,-0.9110455513000488,0.03403737054516872,0.001,190232,,
31364,5.95,1683,2.34862737,190359,113,-0.8962309956550598,0.030020754039287566,0.001,190257,,
31368,5.87,1684,2.2784122,190382,113,-0.9222869873046875,0.04673516005277634,0.001,190276,,
31372,5.88,1684,2.27363545,190407,113,-1.054323434829712,0.037478670850396155,0.001,190303,,
31376,5.79,1684,2.21143245,190425,113,-0.8534359633922577,0.03833851180970669,0.001,190323,,
31380,5.79,1685,2.1796754600000003,190451,113,-0.9368045806884766,0.0340319216590036,0.001,190349,,
31384,5.71,1685,2.1562784500000003,190470,113,-0.8657673597335815,0.031091919479270775,0.001,190368,,
31388,5.74,1685,2.18756092,190495,113,-1.0129433274269104,0.03364618383347988,0.001,190390,,
31392,5.82,1685,2.2033639099999998,190520,113,-0.9156794250011444,0.03603734355419874,0.001,190417,,
31396,5.78,1686,2.18727174,190545,113,-0.949123278260231,0.03527033654972911,0.001,190444,,
31400,5.8,1686,2.1816916499999994,190566,112,-0.8262169659137726,0.04401055425405502,0.001,190465,,
31404,5.75,1686,2.1476093699999996,190589,112,-0.8238550424575806,0.03716545775532722,0.001,190487,,
31408,5.86,1687,2.19904935,190617,112,-0.9795937538146973,0.048890568874776365,0.001,190516,,
31412,5.86,1687,2.2083140400000003,190641,112,-0.8929615020751953,0.037396495789289476,0.001,190537,,
31416,5.85,1687,2.17315807,190665,112,-0.9895962625741959,0.12093518581241369,0.001,190560,,
31420,5.9,1687,2.16797926,190689,112,-0.8551338712374369,0.04100659986337026,0.001,190587,,
31424,5.87,1688,2.17075066,190712,112,-0.8631341755390167,0.038750266656279564,0.001,190611,,
31428,5.83,1688,2.14961114,190738,112,-0.842268094420433,0.03843907546252012,0.001,190632,,
31432,5.91,1688,2.2210009299999998,190763,112,-0.8241482675075531,0.03519364446401596,0.001,190659,,
31436,5.91,1689,2.19313489,190789,112,-0.9389123767614365,0.04485333897173405,0.001,190685,,
31440,5.92,1689,2.21167895,190813,112,-0.873769203821818,0.03577406487117211,0.001,190711,,
31444,5.91,1689,2.1911744699999995,190836,112,-0.8648724794387818,0.037395159196522504,0.001,190734,,
31448,5.87,1689,2.1929066,190858,112,-1.011666476726532,0.035349547117948535,0.001,190756,,
31452,5.91,1690,2.25801876,190882,112,-0.9111336320638657,0.0410756953060627,0.001,190780,,
31456,5.96,1690,2.31487104,190905,112,-1.0917386710643768,0.039683916606009007,0.001,190803,,
31460,6.05,1690,2.36691136,190939,112,-0.9951634645462036,0.04111220184713602,0.001,190833,,
31464,6.05,1690,2.37370971,190964,112,-0.8720238655805588,0.03560354048386216,0.001,190862,,
31468,6.04,1691,2.36620447,190986,112,-0.9760148723920187,0.03722963389009237,0.001,190883,,
31472,6.11,1691,2.40765034,191018,112,-0.9369039416313172,0.03708662216862043,0.001,190912,,
31476,6.2,1691,2.4770207600000003,191045,112,-1.0214575131734211,0.09820894834895928,0.001,190939,,
31480,6.2,1692,2.50953999,191071,112,-0.946617841720581,0.04224754497408867,0.001,190964,,
31484,6.22,1692,2.52027358,191092,112,-0.9200055996576945,0.033075770984093346,0.001,190990,,
31488,6.24,1692,2.54812827,191119,112,-0.8791304528713226,0.03323753131553531,0.001,191014,,
31492,6.21,1692,2.56988508,191141,112,-0.8760707676410675,0.034799938648939134,0.001,191037,,
31496,6.19,1693,2.5561221699999996,191164,112,-0.9666599333286285,0.03900468945503235,0.001,191063,,
31500,6.19,1693,2.5903105400000004,191185,112,-0.9225989381472269,0.035715097251037754,0.001,191082,,
31504,6.16,1693,2.58247196,191205,112,-0.8674411177635193,0.03517766350081989,0.001,191103,,
31508,6.13,1694,2.59510792,191230,112,-1.068770855665207,0.036878207698464394,0.001,191126,,
31512,6.12,1694,2.5853777300000003,191253,112,-0.8753852546215057,0.0353219211101532,0.001,191149,,
31516,6.14,1694,2.6254647000000007,191279,112,-1.0249539613723755,0.035983869433403017,0.001,191177,,
31520,6.18,1694,2.71213483,191307,112,-0.9178147117296854,0.032977524772286416,0.001,191202,,
31524,6.19,1695,2.72136866,191331,112,-1.0425801873207092,0.04014567956328392,0.001,191227,,
31528,6.18,1695,2.713080029999999,191356,112,-1.0049806833267212,0.029677696526050568,0.001,191252,,
31532,6.2,1695,2.67691542,191383,112,-0.9431440085172653,0.03333701263181865,0.001,191280,,
31536,6.12,1696,2.65385777,191401,112,-0.7192235291004181,0.03385225832462311,0.001,191299,,
31540,6.08,1696,2.64172131,191421,112,-1.039840579032898,0.03338493667542934,0.001,191318,,
31544,6.05,1696,2.62690576,191441,112,-0.8735953370730082,0.04160501124958197,0.001,191338,,
31548,6.06,1696,2.629565370000001,191464,112,-0.859027236700058,0.03195017157122493,0.001,191358,,
31552,6.1,1697,2.62000561,191492,112,-0.8706964254379272,0.04069977207109332,0.001,191386,,
31556,6.14,1697,2.6254636700000002,191519,112,-0.9427672425905863,0.036379408091306686,0.001,191418,,
31560,6.05,1697,2.60344648,191544,112,-0.9466514885425568,0.039616603404283524,0.001,191440,,
31564,6.05,1698,2.6193082600000004,191569,112,-0.8828852971394857,0.040825010587771736,0.001,191465,,
31568,6.11,1698,2.6508283799999997,191597,112,-1.041319978237152,0.03174341180258327,0.001,191496,,
31572,5.97,1698,2.56389231,191615,112,-0.7265608012676239,0.031598400324583054,0.001,191513,,
31576,5.96,1698,2.55513241,191641,112,-1.034819632768631,0.03780279355123639,0.001,191540,,
31580,6.01,1699,2.5927066499999993,191672,112,-1.0191405177116395,0.03515972631673018,0.001,191566,,
31584,6.07,1699,2.6699534200000006,191699,112,-0.9295037686824799,0.039472781121730804,0.001,191597,,
31588,6.08,1699,2.693605770000001,191727,112,-1.1076897382736206,0.03514091856777668,0.001,191625,,
31592,6.18,1700,2.7616041300000007,191759,112,-0.8943780064582825,0.03683180594816804,0.001,191653,,
31596,6.19,1700,2.7288552600000004,191783,112,-0.8164478838443756,0.035851188004016876,0.001,191681,,
31600,6.25,1700,2.7567391599999995,191810,112,-0.9725465377171835,0.04128562627981106,0.001,191704,,
31604,6.33,1701,2.8060034799999998,191838,112,-1.0680520137151082,0.040972983837127684,0.001,191732,,
31608,6.35,1701,2.796753540000001,191865,112,-0.8949768990278244,0.03915106970816851,0.001,191762,,
31612,6.37,1701,2.8136816400000004,191890,112,-0.9714997708797455,0.03774180915206671,0.001,191788,,
31616,6.32,1701,2.7381654500000003,191911,112,-0.9278557002544403,0.026742856949567795,0.001,191809,,
31620,6.28,1702,2.675106380000001,191935,112,-0.9478499889373779,0.031125111505389214,0.001,191829,,
31624,6.29,1702,2.6845311100000004,191960,112,-0.9720195333162943,0.06544864984850089,0.001,191856,,
31628,6.24,1702,2.6219548400000003,191980,112,-1.027456134557724,0.04577582031488418,0.001,191879,,
31632,6.21,1702,2.6201669400000003,192004,112,-0.9435215294361115,0.04003366455435753,0.001,191901,,
31636,6.22,1702,2.62688346,192023,112,-1.1193137168884277,0.036728345323354006,0.001,191921,,
31640,6.29,1703,2.68581726,192050,112,-0.8440326154232025,0.031204812228679657,0.001,191948,,
31644,6.33,1703,2.724865360000001,192074,112,-0.9559125105539957,0.0329516985054527,0.001,191973,,
31648,6.28,1703,2.6589971800000005,192092,112,-1.110145628452301,0.031502716988325116,0.001,191991,,
31652,6.28,1704,2.69833837,192120,112,-1.0193307201067607,0.032140772044658664,0.001,192016,,
31656,6.22,1704,2.67458003,192141,112,-0.9435035387674967,0.03524394705891609,0.001,192040,,
31660,6.18,1704,2.6205800999999997,192162,112,-0.8853102624416351,0.028704996220767498,0.001,192061,,
31664,6.23,1704,2.6457928800000006,192192,112,-1.0094934403896332,0.04063705587759614,0.001,192090,,
31668,6.22,1705,2.6443090000000002,192219,112,-0.8900564511617025,0.03768168975199972,0.001,192117,,
31672,6.32,1705,2.7041439,192247,112,-0.9330367147922516,0.035784822329878806,0.001,192143,,
31676,6.29,1705,2.6897272000000005,192270,112,-1.0812867085138957,0.035422722498575844,0.001,192168,,
31680,6.24,1705,2.66515028,192296,112,-0.9726535975933075,0.03553311042487621,0.001,192195,,
31684,6.23,1706,2.6422149900000007,192322,112,-0.9677581787109375,0.03358104545623064,0.001,192216,,
31688,6.23,1706,2.6309408699999994,192350,112,-0.8193898598353068,0.03170970610032479,0.001,192248,,
31692,6.13,1706,2.5300164699999996,192372,112,-0.9869363307952881,0.04461069085768291,0.001,192270,,
31696,6.13,1707,2.5606200099999996,192396,112,-1.011352777481079,0.03427616320550442,0.001,192294,,
31700,6.08,1707,2.54599323,192418,112,-0.924191395441691,0.033732589334249496,0.001,192314,,
31704,6.07,1707,2.52100244,192445,112,-0.8671117275953293,0.03794939922434943,0.001,192340,,
31708,6.06,1707,2.4894253600000003,192471,112,-0.8530990481376648,0.03528568521142006,0.001,192369,,
31712,6.05,1708,2.47751988,192495,112,-0.9022747476895651,0.04169973012592111,0.001,192393,,
31716,6.13,1708,2.5534960200000003,192524,112,-0.8573263883590698,0.03718425892293453,0.001,192421,,
31720,6.12,1708,2.56503233,192547,112,-0.7565591335296631,0.034023230097123554,0.001,192443,,
31724,6.1,1708,2.56762923,192570,112,-1.0278540551662445,0.04000149667263031,0.001,192466,,
31728,6.14,1709,2.6274197200000002,192594,112,-1.010227844119072,0.04668454430066049,0.001,192492,,
31732,6.11,1709,2.63464025,192615,112,-1.015965461730957,0.037915122074385486,0.001,192513,,
31736,6.15,1709,2.66835182,192638,112,-0.9356355965137482,0.038481705635786054,0.001,192537,,
31740,6.19,1709,2.729063649999999,192669,112,-0.9671550273895264,0.03928230293095112,0.001,192563,,
31744,6.15,1710,2.6835871300000003,192689,112,-0.9345847964286804,0.03895333595573902,0.001,192588,,
31748,6.16,1710,2.71213792,192708,112,-0.8061755696932474,0.03901527412235737,0.001,192606,,
31752,6.12,1710,2.6886850800000004,192732,112,-0.8954824507236481,0.03597462177276611,0.001,192629,,
31756,6.21,1710,2.7918249299999998,192762,112,-0.9066135883331299,0.034533312916755675,0.001,192660,,
31760,6.31,1711,2.9123161000000004,192793,112,-1.0031800121068954,0.037459284274114504,0.001,192687,,
31764,6.27,1711,2.88593186,192819,112,-0.9690711498260498,0.03621266111731529,0.001,192717,,
31768,6.21,1711,2.8358269799999998,192840,112,-0.9992383718490601,0.03241263063890593,0.001,192739,,
