rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/actor_loss,train/learning_rate,train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss,eval/mean_ep_length,eval/mean_reward
8.63,192,-5.091518109999999,17,1494,87,-20.051681518554688,0.0003,-7.516389846801758,0.6622150540351868,1393,7.201167583465576,,
8.71,196,-5.051871230000001,17,1533,87,-20.301532745361328,0.0003,-7.757099628448486,0.6548673510551453,1432,6.083395004272461,,
8.71,200,-5.06607862,18,1568,86,-20.77984619140625,0.0003,-7.92940092086792,0.6483301520347595,1467,6.113258361816406,,
9.0,204,-5.21917046,18,1627,86,-20.033039093017578,0.0003,-7.99473762512207,0.6374742388725281,1526,6.6155314445495605,,
9.07,208,-5.2870437400000005,19,1662,85,-20.92686653137207,0.0003,-8.340461730957031,0.631148099899292,1561,7.259799003601074,,
9.01,212,-5.14124013,19,1704,85,-21.267375946044922,0.0003,-8.454745292663574,0.6236677169799805,1603,8.43136978149414,,
9.12,216,-5.1570179099999995,20,1742,85,-20.169307708740234,0.0003,-8.71462631225586,0.6169466376304626,1641,10.372934341430664,,
9.13,220,-5.08433551,20,1777,85,-20.454811096191406,0.0003,-8.983270645141602,0.6108351349830627,1676,7.501097679138184,,
9.41,224,-5.219341969999999,21,1826,85,-19.582622528076172,0.0003,-8.982248306274414,0.6023731231689453,1725,10.092199325561523,,
9.3,228,-5.139980380000001,21,1847,84,-19.795162200927734,0.0003,-9.143159866333008,0.598777711391449,1746,8.783442497253418,,
9.44,232,-5.05149586,22,1898,84,-19.158130645751953,0.0003,-9.283809661865234,0.5901673436164856,1797,9.384931564331055,,
9.35,236,-4.82785516,22,1930,84,-19.183712005615234,0.0003,-9.390275955200195,0.5848596096038818,1829,9.504167556762695,,
9.4,240,-4.84605085,23,1962,84,-19.935583114624023,0.0003,-9.733404159545898,0.5795972943305969,1861,10.610472679138184,,
9.91,244,-5.119217729999999,24,2037,84,-20.576566696166992,0.0003,-9.681534767150879,0.5674293041229248,1936,9.613398551940918,,
9.93,248,-5.09122245,24,2062,84,-19.53661346435547,0.0003,-9.874740600585938,0.5634692311286926,1961,11.083796501159668,,
9.85,252,-4.933075639999999,24,2089,84,-18.838687896728516,0.0003,-9.953042984008789,0.5591863989830017,1988,10.525932312011719,,
9.79,256,-4.819305099999999,25,2127,83,-18.020675659179688,0.0003,-10.175796508789062,0.5532093644142151,2026,9.257463455200195,,
9.9,260,-4.7322046,25,2177,83,-19.226879119873047,0.0003,-10.521455764770508,0.5454128980636597,2076,9.817564964294434,,
9.77,264,-4.67027954,26,2213,83,-18.665443420410156,0.0003,-10.579290390014648,0.5399049520492554,2112,10.490930557250977,,
10.03,268,-4.71831769,26,2263,83,-18.767032623291016,0.0003,-10.843266487121582,0.5323459506034851,2162,9.484943389892578,,
9.97,272,-4.74945457,27,2316,84,-18.50419044494629,0.0003,-10.799574851989746,0.5244791507720947,2215,10.477876663208008,,
10.07,276,-4.812056119999999,27,2358,84,-19.805889129638672,0.0003,-10.835055351257324,0.5183840990066528,2257,13.581453323364258,,
10.31,280,-4.851360769999999,28,2417,84,-19.011474609375,0.0003,-11.111543655395508,0.5099782347679138,2316,12.871801376342773,,
10.26,284,-4.84787928,28,2455,84,-17.511260986328125,0.0003,-11.378101348876953,0.5046728849411011,2354,9.232378959655762,,
10.46,288,-4.913605179999999,29,2503,84,-18.15146255493164,0.0003,-11.5736083984375,0.49803462624549866,2402,11.007614135742188,,
10.49,292,-4.9945249700000005,29,2543,85,-18.626638412475586,0.0003,-11.832071304321289,0.49255678057670593,2442,9.806649208068848,,
10.42,296,-5.05375003,30,2575,85,-17.85544204711914,0.0003,-11.857375144958496,0.48820099234580994,2474,10.861812591552734,,
10.48,300,-5.03371736,30,2616,85,-18.58922576904297,0.0003,-11.821880340576172,0.4826698303222656,2515,12.84494400024414,,
10.19,304,-4.797804209999999,30,2646,85,-16.847087860107422,0.0003,-12.221624374389648,0.4786514341831207,2545,11.22213363647461,,
10.08,308,-4.662052169999999,31,2670,85,-17.557592391967773,0.0003,-12.070394515991211,0.4754606783390045,2569,12.282614707946777,,
10.07,312,-4.62437885,31,2711,85,-17.24716567993164,0.0003,-12.38630199432373,0.47004446387290955,2610,10.054930686950684,,
10.19,316,-4.61920481,32,2761,85,-16.88638687133789,0.0003,-12.446577072143555,0.46348828077316284,2660,9.71037483215332,,
10.3,320,-4.74513654,32,2807,86,-16.414045333862305,0.0003,-12.887965202331543,0.4575231373310089,2706,10.04084587097168,,
10.55,324,-4.89716856,33,2881,85,-17.018104553222656,0.0003,-13.263976097106934,0.4480920135974884,2780,11.652092933654785,,
10.69,328,-4.9204611,33,2916,85,-15.919005393981934,0.0003,-13.328125,0.44369086623191833,2815,14.335416793823242,,
10.71,332,-4.88050945,34,2969,85,-16.788867950439453,0.0003,-13.627713203430176,0.43707093596458435,2868,11.634997367858887,,
10.71,336,-4.989501369999999,35,3001,85,-16.990921020507812,0.0003,-13.570426940917969,0.4331372380256653,2900,9.616209030151367,,
10.75,340,-4.91241895,35,3037,85,-17.649930953979492,0.0003,-13.851354598999023,0.42876607179641724,2936,11.392975807189941,,
10.46,344,-4.68817661,36,3083,85,-16.014204025268555,0.0003,-14.051504135131836,0.4232556223869324,2982,10.935968399047852,,
10.63,348,-4.69961838,36,3125,84,-15.836408615112305,0.0003,-14.200512886047363,0.4183003306388855,3024,10.23265266418457,,
10.79,352,-4.7743635,37,3168,84,-16.26174545288086,0.0003,-14.143424987792969,0.41330891847610474,3067,11.265177726745605,,
10.8,356,-4.869785230000001,37,3207,84,-15.722551345825195,0.0003,-14.327065467834473,0.4088580906391144,3106,11.03109359741211,,
10.68,360,-4.9260842,38,3245,84,-16.041549682617188,0.0003,-14.522199630737305,0.40453049540519714,3144,9.609457015991211,,
10.67,364,-4.919490949999999,38,3280,84,-14.784021377563477,0.0003,-14.647283554077148,0.4005354344844818,3179,13.486213684082031,,
10.55,368,-5.00544573,39,3318,84,-14.51031494140625,0.0003,-14.496644973754883,0.3962699770927429,3217,9.234119415283203,,
10.35,372,-4.96119019,39,3351,84,-15.439565658569336,0.0003,-14.90391731262207,0.3925967216491699,3250,9.77476692199707,,
10.28,376,-4.990406489999999,40,3386,84,-14.842586517333984,0.0003,-15.262693405151367,0.38870397210121155,3285,9.090388298034668,,
10.32,380,-5.097522549999999,40,3449,84,-14.014156341552734,0.0003,-15.758296966552734,0.38173261284828186,3348,9.797863006591797,,
10.31,384,-5.18876982,41,3486,84,-13.734825134277344,0.0003,-15.522171020507812,0.37767621874809265,3385,10.668742179870605,,
10.2,388,-5.11935186,41,3523,84,-14.101188659667969,0.0003,-15.670357704162598,0.3736575245857239,3422,10.673277854919434,,
10.13,392,-5.0264083699999995,42,3556,84,-13.347515106201172,0.0003,-15.885885238647461,0.37010857462882996,3455,9.200008392333984,,
10.15,396,-4.896672140000001,42,3590,84,-14.538479804992676,0.0003,-15.770545959472656,0.3665231466293335,3489,9.347673416137695,,
10.06,400,-4.90863377,42,3622,84,-12.546337127685547,0.0003,-15.797515869140625,0.3631894886493683,3521,9.145739555358887,,
10.33,404,-5.03545487,43,3679,84,-12.641155242919922,0.0003,-16.654571533203125,0.35732635855674744,3578,8.514022827148438,,
10.48,408,-5.13746711,43,3718,84,-12.747390747070312,0.0003,-16.418964385986328,0.35333251953125,3617,7.9223151206970215,,
10.41,412,-5.1096207,44,3752,84,-12.899663925170898,0.0003,-16.630043029785156,0.3498915135860443,3651,10.97573184967041,,
10.29,416,-5.15920115,44,3790,84,-12.278328895568848,0.0003,-17.068626403808594,0.3460470139980316,3689,9.583864212036133,,
10.12,420,-5.03406239,45,3819,84,-11.810772895812988,0.0003,-16.637683868408203,0.34315258264541626,3718,9.250795364379883,,
9.75,424,-4.7212124300000005,45,3856,84,-11.730571746826172,0.0003,-17.35967254638672,0.33950740098953247,3755,7.938041687011719,,
9.88,428,-4.901603150000001,46,3904,84,-10.858628273010254,0.0003,-17.652759552001953,0.3348093330860138,3803,9.109210968017578,,
9.71,432,-4.80617936,46,3940,84,-11.348295211791992,0.0003,-17.502702713012695,0.3313142657279968,3839,9.647379875183105,,
9.81,436,-4.876302290000001,47,3982,84,-11.351652145385742,0.0003,-17.292335510253906,0.32729649543762207,3881,7.827456951141357,,
10.01,440,-4.924890390000001,48,4038,83,-11.494291305541992,0.0003,-17.79934310913086,0.32207778096199036,3937,6.928243637084961,,
10.07,444,-5.030413360000001,48,4090,83,-10.850885391235352,0.0003,-18.542661666870117,0.317281574010849,3989,8.411060333251953,,
10.04,448,-5.08358461,49,4129,83,-11.099679946899414,0.0003,-18.009912490844727,0.3137587010860443,4028,7.6602373123168945,,
10.15,452,-5.10634551,49,4183,83,-10.446950912475586,0.0003,-18.36574935913086,0.3089219927787781,4082,7.54000186920166,,
10.04,456,-5.1329741,50,4211,83,-10.732685089111328,0.0003,-18.919857025146484,0.30642080307006836,4110,6.943358898162842,,
10.08,460,-5.09629059,50,4253,83,-9.850680351257324,0.0003,-18.650522232055664,0.30268386006355286,4152,8.072641372680664,,
10.19,464,-5.134952200000002,51,4299,83,-8.971651077270508,0.0003,-19.227209091186523,0.29864054918289185,4198,7.323781967163086,,
10.12,468,-5.0953273900000005,51,4330,83,-9.64621353149414,0.0003,-19.167526245117188,0.2959327697753906,4229,7.06047248840332,,
10.25,472,-5.167035680000001,52,4376,83,-9.778112411499023,0.0003,-20.146072387695312,0.29193273186683655,4275,6.754970073699951,,
10.43,476,-5.24613601,52,4429,83,-9.830022811889648,0.0003,-19.958698272705078,0.28735536336898804,4328,5.596942901611328,,
10.23,480,-5.15790417,53,4472,83,-8.683944702148438,0.0003,-19.376361846923828,0.28371062874794006,4371,6.030943870544434,,
10.29,484,-5.119733050000001,53,4515,83,-9.564887046813965,0.0003,-20.10272979736328,0.2801238000392914,4414,7.104630470275879,,
10.2,488,-5.122118319999999,54,4543,83,-8.206073760986328,0.0003,-20.861576080322266,0.27780717611312866,4442,5.655365943908691,,
10.33,492,-5.16128767,54,4589,83,-8.073264122009277,0.0003,-20.328510284423828,0.27402183413505554,4488,5.817183494567871,,
10.45,496,-5.28324534,55,4635,83,-8.35060977935791,0.0003,-21.289203643798828,0.27031633257865906,4534,7.509285926818848,,
10.41,500,-5.34123507,55,4663,83,-7.468519687652588,0.0003,-21.203584671020508,0.2680799067020416,4562,5.0577850341796875,,
10.46,504,-5.50186696,56,4725,83,-7.784881114959717,0.0003,-20.915903091430664,0.2631797194480896,4624,5.995182991027832,,
10.37,508,-5.429297309999999,56,4755,83,-8.266544342041016,0.0003,-21.46080780029297,0.2608516812324524,4654,6.065494537353516,,
10.48,512,-5.53419198,57,4800,83,-7.160764694213867,0.0003,-21.59508514404297,0.25737273693084717,4699,5.721689224243164,,
10.6,516,-5.558508480000001,58,4850,83,-6.909844398498535,0.0003,-22.610424041748047,0.25353187322616577,4749,5.6122846603393555,,
10.66,520,-5.552434659999999,58,4885,83,-6.728893280029297,0.0003,-22.784618377685547,0.2508660852909088,4784,5.091159820556641,,
11.03,524,-5.596467559999999,59,4959,83,-6.622212886810303,0.0003,-22.85958480834961,0.2453102469444275,4858,4.15165901184082,,
,,,,5000,,-6.549172401428223,0.0003,-23.178787231445312,0.24228551983833313,4899,4.0502729415893555,19.86,-0.06575083999999992
10.99,528,-5.377535230000001,62,5003,80,-7.008323669433594,0.0003,-23.020828247070312,0.24206505715847015,4902,4.684022426605225,,
11.02,532,-5.360050150000001,63,5042,80,-6.547615051269531,0.0003,-22.9583740234375,0.23921173810958862,4941,5.391858100891113,,
10.96,536,-5.2732227599999995,63,5078,79,-6.6612629890441895,0.0003,-22.812158584594727,0.2366282194852829,4977,4.267185211181641,,
10.84,540,-5.192967930000001,64,5122,79,-6.467027187347412,0.0003,-21.980966567993164,0.23353031277656555,5021,4.938228607177734,,
10.6,544,-5.00132268,64,5150,79,-5.759984970092773,0.0003,-23.52231216430664,0.23160384595394135,5049,5.102289199829102,,
10.64,548,-4.922425179999999,64,5193,80,-5.961913108825684,0.0003,-23.181350708007812,0.22869454324245453,5092,5.2329511642456055,,
10.64,552,-5.01030788,65,5247,80,-6.010143280029297,0.0003,-23.065109252929688,0.2250978797674179,5146,4.6512532234191895,,
10.75,556,-4.985670720000001,65,5286,80,-5.4122843742370605,0.0003,-23.89706039428711,0.22251811623573303,5185,4.045009613037109,,
10.68,560,-4.87777711,66,5321,80,-5.730623245239258,0.0003,-24.310161590576172,0.2202238291501999,5220,4.80737829208374,,
10.8,564,-4.96826968,66,5379,80,-5.373291015625,0.0003,-24.174884796142578,0.21644043922424316,5278,3.151637077331543,,
10.9,568,-4.99149674,67,5420,80,-4.814472675323486,0.0003,-24.937240600585938,0.21379151940345764,5319,4.475358963012695,,
10.72,572,-4.849166510000001,67,5448,80,-4.7954206466674805,0.0003,-25.47015380859375,0.21199682354927063,5347,3.3228540420532227,,
10.8,576,-4.85458793,68,5509,80,-4.988748073577881,0.0003,-26.00233268737793,0.20814548432826996,5408,3.968963861465454,,
10.7,580,-4.815648920000001,68,5542,80,-4.305006980895996,0.0003,-25.113981246948242,0.20609185099601746,5441,3.8171865940093994,,
11.11,584,-5.318201110000001,69,5626,80,-4.485867977142334,0.0003,-26.205490112304688,0.20098254084587097,5525,3.353330612182617,,
11.21,588,-5.34581392,70,5664,80,-4.0355377197265625,0.0003,-25.4909610748291,0.1987139880657196,5563,3.3088912963867188,,
11.11,592,-5.36444946,70,5700,80,-4.960641860961914,0.0003,-25.55773162841797,0.19663706421852112,5599,2.70698881149292,,
11.19,596,-5.2915136799999996,71,5754,80,-3.9919800758361816,0.0003,-25.731964111328125,0.19358651340007782,5653,2.9563772678375244,,
11.58,600,-5.5365433600000005,72,5821,80,-3.390669822692871,0.0003,-26.07432746887207,0.18983131647109985,5720,3.847931385040283,,
11.45,604,-5.3449960899999995,72,5870,80,-3.682415008544922,0.0003,-26.05819320678711,0.18713954091072083,5769,3.224452495574951,,
11.41,608,-5.40075424,73,5896,80,-3.4684462547302246,0.0003,-26.79930877685547,0.1857166886329651,5795,2.382053852081299,,
11.53,612,-5.31745475,73,5953,80,-3.3422088623046875,0.0003,-26.95157814025879,0.18260423839092255,5852,2.8911185264587402,,
11.31,616,-5.20906827,74,5981,80,-3.7445671558380127,0.0003,-27.64801788330078,0.18109403550624847,5880,2.0061306953430176,,
11.29,620,-5.180761950000001,74,6014,80,-4.096118927001953,0.0003,-27.754352569580078,0.1793353110551834,5913,2.1035642623901367,,
11.05,624,-5.35527532,75,6064,80,-3.1247987747192383,0.0003,-27.699440002441406,0.17668552696704865,5963,3.2037997245788574,,
10.96,628,-5.46793322,75,6099,80,-2.9860782623291016,0.0003,-27.635831832885742,0.17484846711158752,5998,2.4101226329803467,,
11.17,632,-5.602440369999999,76,6159,80,-2.969972610473633,0.0003,-28.59907341003418,0.1717378795146942,6058,2.5070645809173584,,
11.06,636,-5.59325963,76,6184,80,-2.7359795570373535,0.0003,-28.496183395385742,0.17044363915920258,6083,2.1147475242614746,,
11.04,640,-5.67788066,77,6226,80,-2.8179779052734375,0.0003,-28.007896423339844,0.16830438375473022,6125,2.7438206672668457,,
11.07,644,-5.65282166,77,6257,80,-2.9144434928894043,0.0003,-28.8081111907959,0.16673687100410461,6156,2.409079074859619,,
11.2,648,-5.6929294399999995,78,6313,80,-2.6108005046844482,0.0003,-29.850284576416016,0.16392536461353302,6212,1.912745714187622,,
11.42,652,-5.60059319,79,6389,80,-2.1031110286712646,0.0003,-29.27149200439453,0.16018657386302948,6288,2.1773617267608643,,
11.63,656,-5.583912799999999,79,6449,80,-2.081721067428589,0.0003,-30.380550384521484,0.15729540586471558,6348,2.412972927093506,,
11.69,660,-5.617978270000001,80,6490,80,-1.7130019664764404,0.0003,-29.55872917175293,0.15536195039749146,6389,2.4909095764160156,,
11.45,664,-5.428906220000001,80,6524,80,-1.944163203239441,0.0003,-30.25147247314453,0.1537848860025406,6423,2.0786936283111572,,
11.5,668,-5.43296633,81,6570,80,-1.6685149669647217,0.0003,-29.386310577392578,0.15166223049163818,6469,1.6683478355407715,,
11.55,672,-5.36711723,81,6603,80,-1.7515226602554321,0.0003,-30.65679931640625,0.15016615390777588,6502,1.987634301185608,,
11.48,676,-5.21402136,82,6657,80,-1.4645202159881592,0.0003,-31.45111083984375,0.1477622240781784,6556,1.832662582397461,,
11.47,680,-5.21834367,82,6689,80,-1.8878345489501953,0.0003,-29.997310638427734,0.1463470309972763,6588,1.8411040306091309,,
11.02,684,-4.693059870000001,83,6728,80,-1.60148286819458,0.0003,-30.56522560119629,0.1446617692708969,6627,1.7430962324142456,,
11.1,688,-4.6140749,83,6774,80,-1.6261415481567383,0.0003,-31.847820281982422,0.14270421862602234,6673,1.8744341135025024,,
11.13,692,-4.65638668,84,6813,80,-0.9141531586647034,0.0003,-31.153234481811523,0.1410500854253769,6712,1.7845181226730347,,
11.2,696,-4.93198598,85,6874,80,-1.5190601348876953,0.0003,-31.215822219848633,0.1385079026222229,6773,1.8703440427780151,,
11.24,700,-4.701962050000001,85,6945,80,-1.1178700923919678,0.0003,-31.782230377197266,0.1356040984392166,6844,1.3864572048187256,,
11.25,704,-4.697844079999999,86,6995,80,-1.3119666576385498,0.0003,-31.754959106445312,0.13358473777770996,6894,1.6811169385910034,,
11.5,708,-4.68262171,87,7046,80,-0.8941317796707153,0.0003,-32.11656951904297,0.13156111538410187,6945,1.6589282751083374,,
11.45,712,-4.759508049999999,87,7098,80,-0.7495059370994568,0.0003,-33.00443649291992,0.1295117437839508,6997,1.3291722536087036,,
11.57,716,-4.69306102,88,7138,80,-0.7385494112968445,0.0003,-32.839012145996094,0.12796761095523834,7037,1.4569944143295288,,
11.74,720,-4.6771886899999995,88,7188,80,-0.2965186834335327,0.0003,-33.00374984741211,0.12607263028621674,7087,1.6148070096969604,,
11.77,724,-4.50429709,89,7241,80,-0.379641592502594,0.0003,-33.68220520019531,0.12409722059965134,7140,1.626855492591858,,
11.96,728,-4.48234687,90,7295,80,-0.5527783632278442,0.0003,-33.25629425048828,0.12211261689662933,7194,1.3209844827651978,,
11.78,732,-4.33146038,90,7337,80,-0.06719181686639786,0.0003,-34.472015380859375,0.12058552354574203,7236,1.3283464908599854,,
12.07,736,-4.37372587,91,7391,80,-0.0650230273604393,0.0003,-33.66253662109375,0.11863481253385544,7290,1.4997568130493164,,
11.94,740,-4.200091769999999,91,7420,80,-0.5031954646110535,0.0003,-33.93921661376953,0.11761296540498734,7319,1.479255199432373,,
11.99,744,-4.283645559999999,92,7456,81,-0.07913375645875931,0.0003,-34.149845123291016,0.11635606735944748,7355,1.2223310470581055,,
11.91,748,-4.3764085999999995,92,7504,80,-0.11308038979768753,0.0003,-34.733482360839844,0.11470188200473785,7403,1.2012933492660522,,
11.61,752,-4.28082169,93,7550,80,-0.027968719601631165,0.0003,-34.341854095458984,0.1131381019949913,7449,1.5815237760543823,,
11.46,756,-4.38160148,93,7595,80,0.13792723417282104,0.0003,-34.524452209472656,0.11162050068378448,7494,1.2967274188995361,,
11.42,760,-4.255575830000001,94,7632,80,0.011320475488901138,0.0003,-35.6334342956543,0.11038374900817871,7531,1.2596149444580078,,
11.74,764,-4.45495798,94,7698,81,0.02496005967259407,0.0003,-34.78184127807617,0.10821723192930222,7597,1.0628252029418945,,
11.81,768,-4.30099028,95,7751,81,0.33093026280403137,0.0003,-35.40156936645508,0.10651841759681702,7650,1.3384034633636475,,
11.95,772,-4.3922361,96,7798,81,-0.07467962801456451,0.0003,-35.68635559082031,0.1050376147031784,7697,1.3023992776870728,,
11.78,776,-4.31957,96,7835,81,0.4412081241607666,0.0003,-35.084617614746094,0.10388655960559845,7734,1.2539167404174805,,
11.72,780,-4.2507570900000005,96,7861,81,0.34161102771759033,0.0003,-36.67152404785156,0.10308653116226196,7760,1.1766144037246704,,
11.72,784,-4.28821299,97,7900,81,0.4338415861129761,0.0003,-35.910369873046875,0.10188723355531693,7799,1.19242262840271,,
11.73,788,-4.34678499,97,7947,81,0.3245174288749695,0.0003,-37.6905403137207,0.10046786814928055,7846,1.1747108697891235,,
11.89,792,-4.43494738,98,8002,81,0.21751253306865692,0.0003,-36.49079132080078,0.09883342683315277,7901,1.1562663316726685,,
11.88,796,-4.07871922,99,8062,81,0.6124061346054077,0.0003,-37.8216438293457,0.09707850217819214,7961,1.3054888248443604,,
11.56,800,-3.9476946600000002,99,8101,81,0.9385045766830444,0.0003,-37.89591598510742,0.09596031904220581,8000,1.3261902332305908,,
11.35,804,-3.7994243599999997,100,8130,81,0.7644660472869873,0.0003,-37.348838806152344,0.09513387829065323,8029,1.0231554508209229,,
11.55,808,-3.9304053500000005,101,8201,81,0.623344361782074,0.0003,-36.95362091064453,0.09315144270658493,8100,1.1197240352630615,,
11.44,812,-3.7658131400000006,101,8242,81,0.6870868802070618,0.0003,-36.612953186035156,0.09203468263149261,8141,1.2144296169281006,,
11.32,816,-3.7106977600000004,101,8270,81,0.7082147002220154,0.0003,-37.15711975097656,0.09128265082836151,8169,1.186305284500122,,
11.43,820,-3.84922278,102,8331,81,0.570817232131958,0.0003,-37.11827850341797,0.08966109156608582,8230,1.1847879886627197,,
