time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/learning_rate,train/actor_loss,train/ent_coef_loss,train/critic_loss,train/ent_coef,train/n_updates,eval/mean_reward,eval/mean_ep_length
168,12.35,-7.159698189999999,20,1833,88,0.0003,-25.068553924560547,-8.740861892700195,9.326227188110352,0.6026625633239746,1732,,
172,12.69,-7.1576879799999995,21,1893,88,0.0003,-24.61168098449707,-9.062734603881836,8.26125431060791,0.5925788879394531,1792,,
176,12.6,-7.250367699999998,22,1937,87,0.0003,-23.351200103759766,-9.094505310058594,10.044822692871094,0.5852776169776917,1836,,
180,12.83,-7.43748612,22,2004,87,0.0003,-23.90904426574707,-9.428356170654297,10.783310890197754,0.5743203163146973,1903,,
184,12.89,-7.359381850000001,23,2047,87,0.0003,-23.861759185791016,-9.639806747436523,9.826690673828125,0.5673819780349731,1946,,
188,13.11,-7.936249929999999,24,2119,87,0.0003,-23.97323226928711,-10.029541015625,11.65853214263916,0.5559566617012024,2018,,
192,13.04,-7.782550769999999,24,2165,87,0.0003,-22.800487518310547,-10.220455169677734,14.246988296508789,0.5487464070320129,2064,,
196,13.29,-7.718778680000001,25,2225,86,0.0003,-24.548919677734375,-10.70050048828125,10.499700546264648,0.5394865870475769,2124,,
200,13.49,-7.70404774,26,2271,87,0.0003,-23.38901138305664,-10.60306167602539,14.021020889282227,0.5324832201004028,2170,,
204,13.82,-7.74969336,27,2361,86,0.0003,-22.0405216217041,-11.021881103515625,11.997984886169434,0.5190718770027161,2260,,
208,13.58,-7.536548440000001,27,2387,86,0.0003,-22.863361358642578,-11.179506301879883,12.672738075256348,0.5152522921562195,2286,,
212,13.33,-7.34580892,27,2419,86,0.0003,-23.13077163696289,-11.188468933105469,13.669709205627441,0.5105785131454468,2318,,
216,13.43,-7.45745342,28,2478,86,0.0003,-23.77136993408203,-11.648395538330078,10.563118934631348,0.5020579099655151,2377,,
220,13.46,-7.441389450000002,29,2520,86,0.0003,-23.476318359375,-11.76230239868164,14.954187393188477,0.49610185623168945,2419,,
224,13.55,-7.55631565,29,2565,86,0.0003,-21.595848083496094,-12.164131164550781,10.35245132446289,0.4897855520248413,2464,,
228,13.92,-7.673890180000001,30,2640,86,0.0003,-21.519834518432617,-12.27377700805664,11.1141939163208,0.47946733236312866,2539,,
232,13.79,-7.588696779999999,31,2706,86,0.0003,-21.39229393005371,-12.363068580627441,11.296215057373047,0.4705906808376312,2605,,
236,13.97,-7.736546760000001,32,2758,86,0.0003,-22.139976501464844,-12.36070442199707,15.154372215270996,0.4637415111064911,2657,,
240,13.92,-7.635858519999999,32,2806,86,0.0003,-21.749122619628906,-12.687068939208984,12.826055526733398,0.4575003385543823,2705,,
244,13.96,-7.744581059999999,33,2867,86,0.0003,-20.959699630737305,-12.917989730834961,16.375043869018555,0.4497084617614746,2766,,
248,13.83,-7.653356859999999,33,2924,86,0.0003,-20.681800842285156,-13.153766632080078,14.843193054199219,0.4425336420536041,2823,,
252,13.65,-7.497008500000001,34,2964,85,0.0003,-19.767940521240234,-13.516493797302246,14.718594551086426,0.4375506043434143,2863,,
256,13.72,-7.448738719999999,35,3037,85,0.0003,-19.393693923950195,-13.76698112487793,14.626638412475586,0.4286404550075531,2936,,
260,13.91,-7.46037922,36,3121,85,0.0003,-18.73247528076172,-14.314393997192383,10.490215301513672,0.41843512654304504,3020,,
264,13.79,-7.3427849400000005,37,3167,85,0.0003,-19.303447723388672,-14.955336570739746,11.607754707336426,0.4129199981689453,3066,,
268,13.81,-7.500581159999999,37,3214,85,0.0003,-18.05287742614746,-14.814057350158691,10.607207298278809,0.40730512142181396,3113,,
272,13.69,-7.498390649999999,38,3262,85,0.0003,-18.740562438964844,-14.882681846618652,11.946840286254883,0.4016724228858948,3161,,
276,13.73,-7.415051279999999,38,3310,85,0.0003,-18.502300262451172,-15.192718505859375,12.034939765930176,0.396114706993103,3209,,
280,13.42,-7.08637795,39,3346,85,0.0003,-17.566001892089844,-15.826977729797363,12.631711959838867,0.3920041620731354,3245,,
284,13.5,-7.1237640099999995,39,3397,85,0.0003,-18.41460609436035,-15.18581485748291,9.787734985351562,0.38624265789985657,3296,,
288,13.39,-6.683804949999999,40,3458,85,0.0003,-18.023242950439453,-15.474796295166016,11.400315284729004,0.3795046806335449,3357,,
292,13.42,-6.722047969999998,41,3507,85,0.0003,-16.421934127807617,-15.484406471252441,14.722509384155273,0.3742607533931732,3406,,
296,13.31,-6.80897198,41,3556,84,0.0003,-15.66530990600586,-15.940923690795898,9.855935096740723,0.3691193163394928,3455,,
300,13.37,-6.961972929999999,42,3608,84,0.0003,-17.6341609954834,-15.8970947265625,12.48892593383789,0.3637520670890808,3507,,
304,13.16,-6.847139270000001,43,3677,84,0.0003,-16.654556274414062,-16.10198974609375,13.086584091186523,0.356768935918808,3576,,
308,13.18,-6.936976650000002,43,3705,84,0.0003,-15.688584327697754,-16.271915435791016,10.97313117980957,0.3539736270904541,3604,,
312,13.3,-6.97956496,44,3749,84,0.0003,-16.349756240844727,-16.8565673828125,10.440032005310059,0.3496007025241852,3648,,
316,13.02,-6.855304809999999,44,3780,84,0.0003,-15.164073944091797,-16.52257537841797,11.649971008300781,0.3465409278869629,3679,,
320,13.19,-6.946994780000001,45,3839,84,0.0003,-15.855639457702637,-16.940515518188477,9.829639434814453,0.3407480716705322,3738,,
324,13.2,-6.82075599,46,3885,83,0.0003,-14.945610046386719,-16.830806732177734,11.654220581054688,0.3362618684768677,3784,,
328,12.89,-6.67810353,46,3929,83,0.0003,-14.6531343460083,-17.316268920898438,11.409712791442871,0.33204710483551025,3828,,
332,12.66,-6.56121718,47,3972,83,0.0003,-13.804519653320312,-17.778356552124023,8.558706283569336,0.32795244455337524,3871,,
336,12.58,-6.472993670000001,47,4016,83,0.0003,-13.589048385620117,-18.000036239624023,10.654373168945312,0.32379212975502014,3915,,
340,12.87,-6.769431569999999,48,4093,83,0.0003,-13.013562202453613,-18.273752212524414,13.103594779968262,0.3166191875934601,3992,,
344,12.58,-6.677506010000001,49,4125,83,0.0003,-12.96234130859375,-18.192758560180664,9.012178421020508,0.31369221210479736,4024,,
348,12.48,-6.63568124,50,4172,83,0.0003,-12.039958000183105,-19.048616409301758,8.548311233520508,0.30941563844680786,4071,,
352,12.66,-6.658133749999999,50,4230,83,0.0003,-14.157600402832031,-19.432483673095703,10.2887601852417,0.30422690510749817,4129,,
356,12.45,-6.600489779999999,51,4282,83,0.0003,-11.582796096801758,-19.669464111328125,9.571784973144531,0.29961782693862915,4181,,
360,12.18,-6.496054849999999,52,4339,83,0.0003,-12.312938690185547,-19.88730239868164,6.972360610961914,0.29463955760002136,4238,,
364,12.28,-6.563531739999999,53,4395,82,0.0003,-11.55624771118164,-19.716751098632812,8.019956588745117,0.28985485434532166,4294,,
368,12.45,-6.54831491,53,4459,82,0.0003,-11.605545043945312,-19.834009170532227,8.918087005615234,0.2844313085079193,4358,,
372,12.86,-6.643639370000001,55,4548,82,0.0003,-11.30126667022705,-20.518449783325195,9.083658218383789,0.2770664691925049,4447,,
376,12.78,-6.69356393,55,4588,82,0.0003,-10.238146781921387,-20.7268123626709,6.685285568237305,0.27381476759910583,4487,,
380,13.21,-7.012600770000001,56,4667,82,0.0003,-10.834493637084961,-21.350248336791992,7.111688137054443,0.26744407415390015,4566,,
384,13.28,-7.14211415,57,4725,82,0.0003,-9.927151679992676,-20.934833526611328,7.124809265136719,0.2628687620162964,4624,,
388,13.22,-7.11321143,57,4780,82,0.0003,-9.493886947631836,-20.911495208740234,6.216930389404297,0.2586563527584076,4679,,
392,13.39,-7.29303578,58,4846,82,0.0003,-9.251468658447266,-21.81983184814453,6.200948715209961,0.25368189811706543,4745,,
396,13.61,-7.18521534,59,4917,82,0.0003,-7.9741740226745605,-22.194910049438477,7.040871620178223,0.24839869141578674,4816,,
,,,,5000,,0.0003,-8.169452667236328,-23.020017623901367,6.945037841796875,0.2423545867204666,4899,-3.3375395999999995,20.26
400,14.07,-7.26286968,63,5015,78,0.0003,-8.280844688415527,-22.38098907470703,6.414560317993164,0.24127353727817535,4914,,
404,13.99,-7.39363697,64,5076,78,0.0003,-8.478211402893066,-22.22476577758789,5.6942138671875,0.23697936534881592,4975,,
408,14.74,-7.67180257,65,5179,78,0.0003,-7.422451019287109,-23.058387756347656,5.811960220336914,0.2299780398607254,5078,,
412,14.77,-7.8612487899999985,66,5226,78,0.0003,-7.561383247375488,-23.55792236328125,6.098475933074951,0.2268279492855072,5125,,
416,15.02,-7.848288209999998,66,5282,78,0.0003,-6.866424560546875,-23.730979919433594,5.2738142013549805,0.22313418984413147,5181,,
420,15.1,-7.782364839999999,67,5349,78,0.0003,-7.512474060058594,-23.086118698120117,5.7505950927734375,0.21877208352088928,5248,,
424,15.31,-8.278170770000001,68,5416,78,0.0003,-6.877928733825684,-24.528244018554688,4.608135223388672,0.21449047327041626,5315,,
428,15.36,-8.36747612,69,5465,78,0.0003,-6.869756698608398,-24.425621032714844,4.130463123321533,0.21140074729919434,5364,,
432,15.54,-8.63632423,70,5526,78,0.0003,-5.716716766357422,-25.767578125,4.160605430603027,0.2075999528169632,5425,,
436,15.65,-8.656357360000001,70,5581,78,0.0003,-5.757150650024414,-25.08547592163086,4.865581512451172,0.20419703423976898,5480,,
440,15.26,-8.422807119999998,71,5619,78,0.0003,-4.450506210327148,-24.660709381103516,4.537054538726807,0.20187759399414062,5518,,
444,15.37,-8.46538895,71,5662,78,0.0003,-6.00465202331543,-25.475297927856445,4.520355701446533,0.199305921792984,5561,,
448,15.72,-8.54274617,72,5744,78,0.0003,-4.772084712982178,-25.571218490600586,4.423899173736572,0.19448713958263397,5643,,
452,15.7,-8.48133693,73,5800,78,0.0003,-4.702877044677734,-26.608251571655273,3.92567777633667,0.19128182530403137,5699,,
456,15.96,-8.62634388,74,5878,78,0.0003,-4.7346367835998535,-26.526355743408203,3.7191758155822754,0.1868765950202942,5777,,
460,16.09,-8.686254810000001,75,5948,78,0.0003,-3.7979319095611572,-26.14896011352539,4.063628673553467,0.18301622569561005,5847,,
464,16.12,-8.749919129999999,76,6007,78,0.0003,-3.708141803741455,-27.435640335083008,4.188741207122803,0.17981070280075073,5906,,
468,16.35,-8.840055690000002,77,6094,78,0.0003,-3.3616063594818115,-27.286344528198242,3.8340063095092773,0.1752183437347412,5993,,
472,16.07,-8.843853139999998,78,6155,78,0.0003,-4.161733627319336,-27.40902328491211,3.6158065795898438,0.1720815896987915,6054,,
476,16.33,-8.786456090000001,79,6221,78,0.0003,-3.8154449462890625,-27.819272994995117,4.1393866539001465,0.16874395310878754,6120,,
480,16.25,-8.64655173,80,6292,78,0.0003,-2.6860032081604004,-28.1339054107666,2.8963215351104736,0.1652260720729828,6191,,
484,16.04,-8.499190190000002,80,6329,78,0.0003,-2.6532535552978516,-29.11185073852539,4.466685771942139,0.1634243279695511,6228,,
488,16.0,-8.59365421,81,6380,78,0.0003,-3.142876625061035,-28.208908081054688,3.4227347373962402,0.16096393764019012,6279,,
492,15.99,-8.40855591,82,6445,78,0.0003,-2.2851293087005615,-29.207666397094727,3.5473015308380127,0.1578860878944397,6344,,
496,16.0,-8.585484919999999,83,6517,78,0.0003,-2.8990025520324707,-29.491458892822266,2.7921273708343506,0.15452927350997925,6416,,
500,15.62,-8.320963680000002,84,6577,78,0.0003,-2.1991515159606934,-29.32172393798828,3.0961413383483887,0.15179644525051117,6476,,
504,15.69,-8.12736157,84,6645,78,0.0003,-2.009535789489746,-30.66582489013672,2.6465957164764404,0.14877095818519592,6544,,
508,15.5,-8.11553709,85,6729,78,0.0003,-1.5815531015396118,-30.162736892700195,2.7930431365966797,0.14509665966033936,6628,,
512,15.68,-7.919296620000001,86,6794,78,0.0003,-1.1989195346832275,-30.226337432861328,2.576693534851074,0.14231136441230774,6693,,
516,15.6,-7.89320775,87,6842,78,0.0003,-1.8733229637145996,-29.790668487548828,3.290945053100586,0.14030779898166656,6741,,
520,15.55,-7.9997460899999995,88,6904,78,0.0003,-1.4275091886520386,-30.286775588989258,2.63508939743042,0.13774830102920532,6803,,
524,15.76,-7.724144050000001,89,6992,78,0.0003,-1.4252853393554688,-31.70672607421875,2.5830342769622803,0.13418534398078918,6891,,
528,16.03,-7.63846538,90,7068,78,0.0003,-1.4548920392990112,-32.536407470703125,2.370166301727295,0.13117489218711853,6967,,
532,16.04,-7.489451310000001,91,7130,78,0.0003,-0.9529078006744385,-31.721988677978516,2.3801355361938477,0.12876901030540466,7029,,
536,16.04,-7.60662242,91,7185,78,0.0003,-0.6154507398605347,-32.96204376220703,2.080066680908203,0.1266680359840393,7084,,
540,16.32,-7.695171039999999,92,7251,78,0.0003,-0.7625437378883362,-33.106712341308594,2.3842647075653076,0.12418702244758606,7150,,
544,16.5,-7.8562357700000005,93,7312,78,0.0003,-0.1760387271642685,-32.3033561706543,2.175339460372925,0.12193270027637482,7211,,
548,16.2,-7.881682099999999,93,7364,78,0.0003,-0.8729378581047058,-32.51878356933594,2.2598865032196045,0.12004778534173965,7263,,
552,16.21,-7.940928309999999,94,7421,78,0.0003,-0.8517202734947205,-33.10976791381836,2.239718437194824,0.11803402006626129,7320,,
556,16.21,-7.78624329,95,7499,78,0.0003,0.15934930741786957,-33.43818283081055,2.5838215351104736,0.11532766371965408,7398,,
560,15.94,-7.57414609,96,7542,78,0.0003,-0.49931591749191284,-33.9825439453125,2.08484148979187,0.11387264728546143,7441,,
564,16.0,-7.4583223,97,7607,78,0.0003,-0.06651748716831207,-33.39965057373047,2.204456329345703,0.11171816289424896,7506,,
568,15.57,-7.30352175,97,7651,78,0.0003,-0.14563408493995667,-32.425506591796875,1.6430107355117798,0.11029267311096191,7550,,
572,15.41,-7.044714299999999,98,7696,78,0.0003,0.5237194299697876,-34.250694274902344,1.8901066780090332,0.10885094106197357,7595,,
576,15.48,-7.115345649999999,99,7769,78,0.0003,0.09813845902681351,-32.79790496826172,1.8873639106750488,0.10656680911779404,7668,,
580,15.61,-7.270781089999999,100,7853,78,0.0003,0.34254199266433716,-34.93457794189453,1.9033387899398804,0.10400397330522537,7752,,
584,15.87,-7.2507315,100,7916,78,0.0003,0.780010998249054,-34.488155364990234,2.041459321975708,0.1021011546254158,7815,,
588,16.15,-7.20932378,101,7995,78,0.0003,0.3914828300476074,-35.36822509765625,1.9437105655670166,0.09977041929960251,7894,,
592,16.11,-7.27201792,102,8056,78,0.0003,0.958187460899353,-35.63232421875,1.856112003326416,0.09799928218126297,7955,,
596,16.06,-7.193659119999999,103,8123,78,0.0003,0.8580416440963745,-35.477874755859375,1.732335090637207,0.09607956558465958,8022,,
600,15.92,-7.175903099999999,104,8169,78,0.0003,1.2160451412200928,-36.28925323486328,1.763192057609558,0.09478524327278137,8068,,
604,15.92,-7.040245829999999,104,8237,78,0.0003,1.2569997310638428,-36.88134765625,1.6135902404785156,0.09289241582155228,8136,,
608,15.64,-6.744628379999999,105,8293,78,0.0003,1.1648640632629395,-36.27864456176758,1.8236398696899414,0.0913558080792427,8192,,
612,15.42,-6.75012513,106,8336,78,0.0003,1.1382728815078735,-37.90388488769531,1.5240356922149658,0.09019070118665695,8235,,
616,15.59,-6.71974276,107,8401,78,0.0003,1.3371576070785522,-38.12200927734375,1.5718574523925781,0.088449627161026,8300,,
620,15.48,-6.69033131,108,8452,78,0.0003,1.43793523311615,-36.948787689208984,1.5158379077911377,0.087103471159935,8351,,
624,15.36,-6.483244429999998,109,8528,77,0.0003,1.5268385410308838,-38.459877014160156,1.8067560195922852,0.0851697251200676,8427,,
628,15.11,-6.67581177,110,8579,77,0.0003,1.6309020519256592,-37.575721740722656,1.7970410585403442,0.08388256281614304,8478,,
632,15.04,-6.672649680000002,111,8634,77,0.0003,1.7397527694702148,-37.30716323852539,1.5576045513153076,0.08252974599599838,8533,,
636,15.17,-6.46214163,112,8702,77,0.0003,1.4030265808105469,-38.00627517700195,1.4709107875823975,0.08090098947286606,8601,,
640,15.2,-6.431003439999999,113,8771,77,0.0003,1.6993985176086426,-37.83146286010742,1.5548279285430908,0.0792735293507576,8670,,
644,15.05,-6.18695739,114,8817,77,0.0003,1.8729255199432373,-38.81034469604492,1.4675147533416748,0.07821734994649887,8716,,
648,15.02,-6.0254783,114,8866,77,0.0003,2.0169730186462402,-39.206214904785156,1.576135516166687,0.0770946592092514,8765,,
652,15.05,-6.06322739,115,8926,77,0.0003,1.9486668109893799,-38.10748291015625,1.3777313232421875,0.07573871314525604,8825,,
656,14.86,-6.09555249,116,8985,77,0.0003,1.9622387886047363,-39.78239440917969,1.639352798461914,0.07443732023239136,8884,,
660,15.1,-6.18110036,117,9052,77,0.0003,1.894400954246521,-39.384422302246094,1.2086715698242188,0.07298596203327179,8951,,
664,15.04,-5.930771080000002,118,9111,77,0.0003,2.4765052795410156,-38.863914489746094,1.4646638631820679,0.07173723727464676,9010,,
668,15.14,-5.88554805,119,9165,76,0.0003,2.010655403137207,-38.94803237915039,1.3531687259674072,0.07062016427516937,9064,,
672,15.42,-5.957696010000001,120,9238,76,0.0003,1.873713493347168,-38.57318878173828,1.878608226776123,0.06913454830646515,9137,,
676,15.1,-5.794892569999999,121,9279,76,0.0003,2.6737983226776123,-39.704898834228516,1.3349612951278687,0.06831089407205582,9178,,
680,14.82,-5.429042979999998,122,9335,76,0.0003,2.1658287048339844,-39.131263732910156,1.175908088684082,0.067206472158432,9234,,
684,14.85,-5.47765185,123,9401,76,0.0003,2.2200052738189697,-39.54438781738281,1.2621420621871948,0.06594947725534439,9300,,
688,14.54,-5.371547280000001,124,9449,75,0.0003,2.626999855041504,-38.994728088378906,1.323350429534912,0.06504916399717331,9348,,
692,14.41,-5.29163077,125,9497,75,0.0003,2.15024995803833,-38.371028900146484,1.4379730224609375,0.06416130065917969,9396,,
696,14.28,-5.23401307,126,9551,75,0.0003,2.2763819694519043,-40.62615203857422,1.4556045532226562,0.06317443400621414,9450,,
700,14.51,-5.2677061400000005,127,9620,75,0.0003,2.5954341888427734,-39.62730407714844,1.45488440990448,0.061929814517498016,9519,,
704,14.56,-5.464883110000001,128,9693,75,0.0003,2.745675563812256,-39.66070556640625,1.101664423942566,0.060641512274742126,9592,,
708,14.5,-5.448160860000001,129,9743,75,0.0003,2.973384380340576,-39.925506591796875,1.3314530849456787,0.05977664142847061,9642,,
712,14.82,-5.454900409999999,130,9818,75,0.0003,2.832775592803955,-40.010520935058594,1.5108864307403564,0.058509767055511475,9717,,
716,15.14,-5.538488619999999,132,9915,75,0.0003,2.7464423179626465,-38.90228271484375,1.442093849182129,0.056915488094091415,9814,,
720,15.31,-5.51151315,133,9983,74,0.0003,2.5313363075256348,-39.807945251464844,1.0641555786132812,0.055832769721746445,9882,,
,,,,10000,,0.0003,3.1263065338134766,-41.978759765625,1.5548347234725952,0.0555606409907341,9899,-1.15241076,16.66
724,15.29,-5.4336194,138,10057,72,0.0003,2.949394941329956,-39.78176498413086,1.4273730516433716,0.0546598955988884,9956,,
728,15.18,-5.31411479,139,10097,72,0.0003,2.9346959590911865,-40.25468444824219,1.419809103012085,0.05404823645949364,9996,,
732,15.07,-5.161112559999999,140,10141,72,0.0003,3.324923515319824,-39.98706817626953,1.4970319271087646,0.053383439779281616,10040,,
736,14.89,-5.23635776,141,10191,72,0.0003,3.066661834716797,-40.355010986328125,1.1661112308502197,0.05263292416930199,10090,,
740,15.11,-5.333890809999999,142,10282,72,0.0003,2.9003591537475586,-40.55815887451172,1.179199457168579,0.05130218714475632,10181,,
744,15.5,-5.520613599999999,143,10367,72,0.0003,3.108370304107666,-40.873069763183594,1.0255157947540283,0.050099924206733704,10266,,
748,15.56,-5.5841331400000005,144,10422,72,0.0003,3.0601015090942383,-39.8818244934082,1.1576428413391113,0.0493350625038147,10321,,
752,15.81,-5.475341080000001,145,10507,72,0.0003,2.923992872238159,-41.25640106201172,1.4877889156341553,0.04817589372396469,10406,,
756,15.78,-5.64607938,146,10563,72,0.0003,3.0982630252838135,-40.57759094238281,1.0242140293121338,0.0474199615418911,10462,,
760,15.91,-5.627769890000001,147,10643,72,0.0003,2.9785640239715576,-41.585853576660156,1.121694564819336,0.04635368287563324,10542,,
764,15.94,-5.77148698,148,10705,72,0.0003,3.1631994247436523,-39.49021530151367,1.1186821460723877,0.04555009678006172,10604,,
768,15.89,-5.79229653,148,10754,72,0.0003,3.43003249168396,-39.430049896240234,1.1472935676574707,0.044927991926670074,10653,,
772,15.87,-5.909390410000001,149,10825,72,0.0003,3.5055415630340576,-42.07241439819336,1.0652490854263306,0.044041186571121216,10724,,
776,16.07,-5.90673373,150,10886,72,0.0003,3.5331380367279053,-42.03773498535156,1.0570731163024902,0.043289512395858765,10785,,
780,16.09,-5.78710694,151,10944,72,0.0003,3.541576862335205,-43.35756301879883,1.3969939947128296,0.04257897287607193,10843,,
784,15.75,-5.57974014,151,10976,72,0.0003,3.4576947689056396,-41.801475524902344,1.1372711658477783,0.0421886183321476,10875,,
788,15.85,-5.58298916,152,11034,72,0.0003,3.610750198364258,-42.268497467041016,1.2628037929534912,0.04148684814572334,10933,,
792,15.95,-5.54702749,153,11092,72,0.0003,3.3636627197265625,-39.97325134277344,1.193814754486084,0.04080883786082268,10991,,
796,15.87,-5.38411067,154,11138,72,0.0003,3.504666328430176,-40.33784484863281,1.2604753971099854,0.040293339639902115,11037,,
800,15.71,-5.369491530000001,155,11191,72,0.0003,3.516148567199707,-41.65989303588867,1.1135838031768799,0.039707012474536896,11090,,
804,15.61,-5.35743472,155,11254,72,0.0003,3.709681272506714,-39.330039978027344,1.2663476467132568,0.03901955112814903,11153,,
808,15.66,-5.421328109999999,156,11309,72,0.0003,3.596266746520996,-41.86251449584961,1.2557878494262695,0.03844086825847626,11208,,
812,15.71,-5.58978441,158,11389,71,0.0003,3.512589931488037,-41.16002655029297,1.0764901638031006,0.037603504955768585,11288,,
816,15.44,-5.82362953,160,11459,71,0.0003,3.5728976726531982,-39.75947952270508,1.1629616022109985,0.03688584268093109,11358,,
820,15.5,-5.775504600000001,162,11533,71,0.0003,3.6191539764404297,-36.597625732421875,1.398132562637329,0.03614966198801994,11432,,
824,15.25,-5.7248857,162,11582,71,0.0003,3.627833843231201,-39.74839782714844,1.066537857055664,0.035672176629304886,11481,,
