time/total_timesteps,time/fps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/critic_loss,train/learning_rate,train/ent_coef_loss,train/n_updates,train/actor_loss,train/ent_coef,eval/mean_reward,eval/mean_ep_length
79069,53,11124,3.15660333,1487,7.66,0.18795862793922424,0.0003,-0.8475837111473083,78968,-0.45057612657546997,0.008703562431037426,,
79111,53,11128,3.3042782899999996,1487,7.76,0.18788209557533264,0.0003,0.30544745922088623,79010,-0.2787579298019409,0.00871085375547409,,
79141,53,11132,3.2867711500000008,1488,7.74,0.2570548355579376,0.0003,-0.9917727112770081,79040,-0.3556472063064575,0.008706086315214634,,
79175,53,11136,3.21592819,1489,7.77,0.2686774432659149,0.0003,-1.563828706741333,79074,-0.3705393671989441,0.00870093610137701,,
79202,53,11140,3.2508155299999992,1489,7.84,0.2175007164478302,0.0003,0.6331828236579895,79101,-0.30426251888275146,0.008667823858559132,,
79229,53,11144,3.1819377299999996,1490,7.79,0.23604077100753784,0.0003,-1.258726716041565,79128,-0.3954443633556366,0.00863660965114832,,
79253,53,11148,3.07208737,1490,7.6,0.2412862628698349,0.0003,-1.8334431648254395,79152,-0.34304818511009216,0.008625245653092861,,
79276,53,11152,3.01453799,1490,7.54,0.20775748789310455,0.0003,1.197737693786621,79175,-0.5674187541007996,0.008615685626864433,,
79310,53,11156,2.9583011599999995,1491,7.58,0.2377019077539444,0.0003,1.9671841859817505,79209,-0.37315070629119873,0.0086096515879035,,
79347,53,11160,2.93139258,1492,7.65,0.25239115953445435,0.0003,1.444382667541504,79246,-0.3893048167228699,0.00859234482049942,,
79378,53,11164,2.9191068099999997,1492,7.55,0.16530388593673706,0.0003,-3.069608449935913,79277,-0.4334942102432251,0.008614415302872658,,
79420,53,11168,2.9632692300000003,1493,7.66,0.2153242826461792,0.0003,-0.32024145126342773,79319,-0.2008562833070755,0.008613573387265205,,
79441,53,11172,2.9338700999999996,1493,7.54,0.22482717037200928,0.0003,1.948932409286499,79340,-0.35479259490966797,0.008646155707538128,,
79481,53,11176,2.98890899,1494,7.66,0.20638078451156616,0.0003,0.39800286293029785,79380,-0.4670167565345764,0.008693885989487171,,
79508,53,11180,2.9308590900000002,1495,7.59,0.21703045070171356,0.0003,0.1245681643486023,79407,-0.4881126582622528,0.008692036382853985,,
79539,53,11184,2.9536284400000006,1495,7.67,0.20737281441688538,0.0003,-2.084906578063965,79438,-0.2972053289413452,0.008694789372384548,,
79565,53,11188,2.9306055799999995,1496,7.6,0.25627949833869934,0.0003,-2.244687557220459,79464,-0.2312869131565094,0.008730214089155197,,
79604,53,11192,2.9924663499999995,1496,7.7,0.19091826677322388,0.0003,-0.4486358165740967,79503,-0.37188148498535156,0.00871588010340929,,
79637,53,11196,3.0370609800000006,1497,7.82,0.22312304377555847,0.0003,-1.1144003868103027,79536,-0.3090227544307709,0.008744241669774055,,
79658,53,11200,3.0325071300000004,1497,7.77,0.2132975161075592,0.0003,3.9434499740600586,79557,-0.3634772002696991,0.0087438328191638,,
79685,53,11204,3.02115355,1498,7.69,0.2564111351966858,0.0003,-1.399899959564209,79584,-0.40550515055656433,0.008778009563684464,,
79718,53,11208,3.08735185,1498,7.65,0.22740045189857483,0.0003,-0.4525395631790161,79617,-0.33921000361442566,0.008773256093263626,,
79758,53,11212,3.1722771199999995,1499,7.76,0.21886558830738068,0.0003,1.7238551378250122,79657,-0.37259453535079956,0.008744446560740471,,
79780,53,11216,3.07553357,1499,7.63,0.2240615338087082,0.0003,-0.8878397941589355,79679,-0.29385289549827576,0.00872205849736929,,
79816,53,11220,3.1297150600000005,1500,7.71,0.2150806486606598,0.0003,1.16317617893219,79715,-0.12411214411258698,0.008722000755369663,,
79846,53,11224,3.1964608600000006,1500,7.77,0.24967142939567566,0.0003,0.8843623399734497,79745,-0.4607236087322235,0.008725190535187721,,
79874,53,11228,3.0660156399999994,1501,7.63,0.1951199471950531,0.0003,-2.698248863220215,79773,-0.4177398681640625,0.00873817689716816,,
79900,53,11232,3.0862555999999994,1501,7.59,0.2578147053718567,0.0003,-1.3108125925064087,79799,-0.320608913898468,0.008724329993128777,,
79945,53,11236,3.135845469999999,1502,7.7,0.25450849533081055,0.0003,-2.3887197971343994,79844,-0.28994864225387573,0.008696049451828003,,
79982,53,11240,3.33398139,1503,7.8,0.17906434834003448,0.0003,-0.241674542427063,79881,-0.515467643737793,0.008715876378118992,,
80000,,,,,,0.2292250394821167,0.0003,1.4482500553131104,79899,-0.35094040632247925,0.008724025450646877,3.66359015,7.7
80005,53,11244,3.2961713400000003,1504,7.76,0.2532144784927368,0.0003,2.2804384231567383,79904,-0.30866166949272156,0.00872783362865448,,
80038,53,11248,3.453927330000001,1504,7.85,0.2855699956417084,0.0003,-0.9514442086219788,79937,-0.38428109884262085,0.0087062893435359,,
80074,53,11252,3.5239914299999997,1505,7.98,0.26966291666030884,0.0003,1.5203323364257812,79973,-0.5164258480072021,0.008698978461325169,,
80107,53,11256,3.5178763600000003,1505,7.97,0.2230287492275238,0.0003,-2.273658275604248,80006,-0.5046968460083008,0.008682728745043278,,
80148,53,11260,3.7151185399999997,1506,8.01,0.2940501868724823,0.0003,-0.23097574710845947,80047,-0.4799501597881317,0.008641927503049374,,
80179,53,11264,3.75645428,1507,8.01,0.21546947956085205,0.0003,1.042059063911438,80078,-0.17963716387748718,0.008612863719463348,,
80208,53,11268,3.75679398,1507,7.88,0.24749170243740082,0.0003,-0.585126519203186,80107,-0.2721676826477051,0.00861236173659563,,
80234,53,11272,3.7450381800000003,1508,7.93,0.22597533464431763,0.0003,-1.3389496803283691,80133,-0.6002578139305115,0.008578421548008919,,
80265,53,11276,3.7231356500000006,1508,7.84,0.2643395662307739,0.0003,-1.4379467964172363,80164,-0.495036244392395,0.008568454533815384,,
80306,53,11280,3.90122354,1509,7.98,0.1641002893447876,0.0003,-0.6968644857406616,80205,-0.2626134753227234,0.00859914068132639,,
80335,53,11284,3.9198163400000006,1509,7.96,0.23895716667175293,0.0003,-0.4093630313873291,80234,-0.3288356065750122,0.008597446605563164,,
80361,53,11288,3.93823352,1510,7.96,0.30127397179603577,0.0003,-0.005732059478759766,80260,-0.3686358630657196,0.008593479171395302,,
80394,53,11292,3.8668017199999998,1510,7.9,0.24054330587387085,0.0003,3.486314296722412,80293,-0.28647834062576294,0.008569986559450626,,
80424,53,11296,3.8896569800000003,1511,7.87,0.20758387446403503,0.0003,-1.5477784872055054,80323,-0.3080536127090454,0.00862895231693983,,
80449,53,11300,3.91558249,1511,7.91,0.2184199094772339,0.0003,0.033109188079833984,80348,-0.24994489550590515,0.008633463643491268,,
80489,53,11304,4.033429330000001,1512,8.04,0.24339735507965088,0.0003,2.7791590690612793,80388,-0.5026840567588806,0.008641021326184273,,
80519,53,11308,3.9731972900000003,1513,8.01,0.19877812266349792,0.0003,2.7993998527526855,80418,-0.5095237493515015,0.008689811453223228,,
80554,53,11312,3.9099687400000005,1513,7.96,0.24020153284072876,0.0003,1.523977279663086,80453,-0.4414221942424774,0.008746722713112831,,
80588,53,11316,4.01544123,1514,8.08,0.19959092140197754,0.0003,-1.9136301279067993,80487,-0.17075905203819275,0.0087478868663311,,
80615,53,11320,3.9321597600000007,1514,7.99,0.2850897014141083,0.0003,-1.1622755527496338,80514,-0.6376362442970276,0.00875777006149292,,
80643,53,11324,3.9077355000000007,1515,7.97,0.18716445565223694,0.0003,0.3603776693344116,80542,-0.29268527030944824,0.008767488412559032,,
80668,53,11328,3.8228272000000003,1515,7.94,0.2964009940624237,0.0003,1.7763991355895996,80567,-0.34915173053741455,0.008763184770941734,,
80695,53,11332,3.78883171,1516,7.95,0.20201480388641357,0.0003,-1.2944092750549316,80594,-0.41086721420288086,0.008749108761548996,,
80733,53,11336,3.8003104000000008,1516,7.88,0.31890055537223816,0.0003,-1.0640485286712646,80632,-0.2557394206523895,0.008696302771568298,,
80762,53,11340,3.58270893,1517,7.8,0.2424570769071579,0.0003,0.0822756290435791,80661,-0.2645970284938812,0.008721346966922283,,
80789,53,11344,3.56947235,1517,7.84,0.2041015774011612,0.0003,-0.6752917170524597,80688,-0.5150665640830994,0.008730022236704826,,
80815,53,11348,3.4337096700000003,1518,7.77,0.24820727109909058,0.0003,0.7623172998428345,80714,-0.36488598585128784,0.008731459267437458,,
80858,53,11352,3.6027696700000007,1518,7.84,0.28572067618370056,0.0003,-2.4224798679351807,80757,-0.5054588317871094,0.008744850754737854,,
80884,53,11356,3.55823271,1519,7.77,0.2649448812007904,0.0003,-2.022144317626953,80783,-0.21324613690376282,0.008767237886786461,,
80928,53,11360,3.3302959899999998,1520,7.8,0.1597713679075241,0.0003,0.2649163007736206,80827,-0.28695932030677795,0.008741023950278759,,
80948,53,11364,3.2144014500000004,1520,7.69,0.22515133023262024,0.0003,0.8573364615440369,80847,-0.2595003843307495,0.008736155927181244,,
80979,53,11368,3.2082276500000004,1521,7.71,0.25042015314102173,0.0003,5.172196388244629,80878,-0.6190515756607056,0.008721663616597652,,
81005,53,11372,3.2704537499999997,1521,7.71,0.21740642189979553,0.0003,0.42013904452323914,80904,-0.2687004804611206,0.008720997720956802,,
81039,53,11376,3.2580938299999995,1522,7.74,0.18945692479610443,0.0003,-1.2323435544967651,80938,-0.24648451805114746,0.008725369349122047,,
81072,53,11380,3.1053041699999993,1522,7.66,0.21542933583259583,0.0003,-1.699162483215332,80971,-0.36512985825538635,0.008777281269431114,,
81112,53,11384,3.13863336,1523,7.77,0.19492660462856293,0.0003,-3.3477792739868164,81011,-0.1988483965396881,0.00888628140091896,,
81136,53,11388,3.13052564,1523,7.75,0.2106894552707672,0.0003,-0.27515774965286255,81035,-0.2982388138771057,0.008887854404747486,,
81168,53,11392,3.1486555600000004,1524,7.74,0.26715028285980225,0.0003,-1.4055297374725342,81067,-0.33608418703079224,0.008858143351972103,,
81194,53,11396,3.0439291499999994,1524,7.7,0.23655971884727478,0.0003,-0.7393218278884888,81093,-0.3795125484466553,0.008821990340948105,,
81232,53,11400,3.1067436399999995,1525,7.83,0.18529945611953735,0.0003,-0.3948168158531189,81131,-0.3313687741756439,0.00884786807000637,,
81262,53,11404,2.91453711,1526,7.73,0.22904860973358154,0.0003,-1.7312438488006592,81161,-0.31642264127731323,0.008831395767629147,,
81299,53,11408,2.8996462999999992,1526,7.8,0.20734553039073944,0.0003,-0.0753631591796875,81198,-0.38215014338493347,0.008824282325804234,,
81328,53,11412,2.8884722299999996,1527,7.74,0.16786116361618042,0.0003,-1.4187290668487549,81227,-0.37644723057746887,0.008815421722829342,,
81361,53,11416,2.8622385900000005,1527,7.73,0.18444502353668213,0.0003,3.5239171981811523,81260,-0.4367155432701111,0.008781053125858307,,
81391,53,11420,2.87779293,1528,7.76,0.18050765991210938,0.0003,-3.9593753814697266,81290,-0.39085355401039124,0.008776716887950897,,
81420,53,11424,2.87424955,1528,7.77,0.22600799798965454,0.0003,3.072298526763916,81319,-0.509036660194397,0.008747457526624203,,
81443,53,11428,2.91431908,1529,7.75,0.21617843210697174,0.0003,-0.7534878253936768,81342,-0.22517389059066772,0.008776549249887466,,
81476,53,11432,2.9737463399999995,1529,7.81,0.19935333728790283,0.0003,2.0171337127685547,81375,-0.4354966878890991,0.008770850487053394,,
81522,53,11436,3.1420478199999997,1530,7.89,0.1874895989894867,0.0003,1.3826360702514648,81421,-0.5611377358436584,0.008787021972239017,,
81543,53,11440,3.1239404499999996,1531,7.81,0.2641018033027649,0.0003,2.0508737564086914,81442,-0.33804047107696533,0.0087940264493227,,
81573,53,11444,3.2387163500000002,1531,7.84,0.21475964784622192,0.0003,-1.8294601440429688,81472,-0.3380277156829834,0.008812647312879562,,
81600,53,11448,3.2759306200000005,1532,7.85,0.25860199332237244,0.0003,-3.260313034057617,81499,-0.33534806966781616,0.008796865120530128,,
81639,53,11452,3.0643002699999995,1532,7.81,0.22566768527030945,0.0003,2.01243257522583,81538,-0.6567569971084595,0.008726144209504128,,
81670,53,11456,3.0740460699999996,1533,7.86,0.23009717464447021,0.0003,-0.5305390357971191,81569,-0.315707266330719,0.008703932166099548,,
81702,53,11460,3.1483838900000007,1533,7.74,0.22222846746444702,0.0003,-0.31997251510620117,81601,-0.25251370668411255,0.008716774173080921,,
81751,53,11464,3.435392920000001,1534,8.03,0.33423689007759094,0.0003,-0.2786901295185089,81650,-0.615708589553833,0.00873559806495905,,
81776,53,11468,3.343718709999999,1535,7.97,0.2605695128440857,0.0003,1.8586372137069702,81675,-0.5973085165023804,0.00870844442397356,,
81795,53,11472,3.3080805799999995,1535,7.9,0.272449791431427,0.0003,-0.6015523672103882,81694,-0.45749932527542114,0.00875280611217022,,
81824,53,11476,3.29168172,1535,7.85,0.2378063201904297,0.0003,-2.3321681022644043,81723,-0.10548118501901627,0.008769684471189976,,
81863,53,11480,3.31591343,1536,7.91,0.21784436702728271,0.0003,-0.8801966309547424,81762,-0.293398380279541,0.008716774173080921,,
81898,53,11484,3.3605769,1537,7.86,0.2948317527770996,0.0003,2.444862127304077,81797,-0.35978594422340393,0.008708760142326355,,
81921,53,11488,3.345998309999999,1537,7.85,0.267913281917572,0.0003,0.545435905456543,81820,-0.4220528304576874,0.008736889809370041,,
81953,53,11492,3.3494842800000004,1538,7.85,0.2580437660217285,0.0003,-2.1144063472747803,81852,-0.2978237271308899,0.008777373470366001,,
81980,53,11496,3.3332699100000003,1538,7.86,0.2726319134235382,0.0003,-0.8375989198684692,81879,-0.3309639096260071,0.008820454590022564,,
82009,53,11500,3.29496355,1539,7.77,0.22484442591667175,0.0003,-1.3171052932739258,81908,-0.46333616971969604,0.008844578638672829,,
82036,53,11504,3.3489682300000005,1539,7.74,0.29617100954055786,0.0003,-0.3218373656272888,81935,-0.4880012273788452,0.008842937648296356,,
82074,53,11508,3.4261276100000004,1540,7.75,0.2597058117389679,0.0003,-1.8487330675125122,81973,-0.37748485803604126,0.00879148580133915,,
82099,53,11512,3.45104918,1540,7.71,0.22437545657157898,0.0003,3.912320137023926,81998,-0.45206180214881897,0.008731146343052387,,
82125,53,11516,3.396419459999999,1541,7.64,0.22092299163341522,0.0003,2.5130538940429688,82024,-0.4741848409175873,0.008765633217990398,,
82159,53,11520,3.521999,1541,7.68,0.26531094312667847,0.0003,0.7869696617126465,82058,-0.22071877121925354,0.008766155689954758,,
82206,53,11524,3.7276984499999997,1542,7.86,0.30088043212890625,0.0003,0.7631303668022156,82105,-0.3668646812438965,0.008766595274209976,,
82239,53,11528,3.798936269999999,1543,7.96,0.2177501767873764,0.0003,0.5841119289398193,82138,-0.34528297185897827,0.008788907900452614,,
82272,53,11532,3.82738992,1543,7.96,0.18081791698932648,0.0003,-2.470677614212036,82171,-0.1915494054555893,0.008792788721621037,,
82308,53,11536,3.65818548,1544,7.86,0.2364634871482849,0.0003,-4.155346870422363,82207,-0.2420487254858017,0.008799311704933643,,
82335,53,11540,3.68861376,1544,7.92,0.19402852654457092,0.0003,0.35286688804626465,82234,-0.3492546081542969,0.008740047924220562,,
82367,53,11544,3.7056466,1545,7.94,0.2465459406375885,0.0003,3.438978910446167,82266,-0.34360289573669434,0.008773201145231724,,
82405,53,11548,3.7368512799999998,1546,8.05,0.21372053027153015,0.0003,-1.9519553184509277,82304,-0.5588406324386597,0.00880355853587389,,
82440,53,11552,3.7446769400000006,1546,8.01,0.26029834151268005,0.0003,0.8130601048469543,82339,-0.39883023500442505,0.008814475499093533,,
82469,53,11556,3.7998708700000003,1547,7.99,0.25530022382736206,0.0003,1.8441601991653442,82368,-0.2833496630191803,0.008819806389510632,,
82497,53,11560,3.7113676300000003,1547,7.95,0.21568799018859863,0.0003,-2.2855770587921143,82396,-0.3695339858531952,0.00881773792207241,,
82524,53,11564,3.4801307299999995,1548,7.73,0.2363092601299286,0.0003,-0.29625970125198364,82423,-0.5040820240974426,0.008779400028288364,,
82552,53,11568,3.5193697,1548,7.76,0.22942352294921875,0.0003,-2.52466082572937,82451,-0.3352348804473877,0.00880154874175787,,
82593,53,11572,3.71446295,1549,7.98,0.27780681848526,0.0003,-0.7821153998374939,82492,-0.30259227752685547,0.008751858957111835,,
82625,53,11576,3.68982705,1549,8.01,0.2661017179489136,0.0003,-1.0586599111557007,82524,-0.269382506608963,0.008788530714809895,,
82661,53,11580,3.7072151000000004,1550,7.98,0.20506712794303894,0.0003,2.5371828079223633,82560,-0.4429098963737488,0.008770826272666454,,
82706,53,11584,3.841984,1551,8.08,0.2139221429824829,0.0003,-1.3997225761413574,82605,-0.4318121671676636,0.008769537322223186,,
82736,53,11588,3.89211392,1551,8.15,0.18790489435195923,0.0003,-1.0320428609848022,82635,-0.3444673418998718,0.008731425739824772,,
82772,53,11592,3.9443054200000005,1552,8.19,0.23574063181877136,0.0003,-0.8417888879776001,82671,-0.2973732054233551,0.008726825937628746,,
82808,53,11596,4.046585390000001,1552,8.28,0.22126248478889465,0.0003,3.018022060394287,82707,-0.5493515729904175,0.008718142285943031,,
82833,53,11600,4.034087440000001,1553,8.24,0.3101106882095337,0.0003,3.4855704307556152,82732,-0.5972738265991211,0.008741478435695171,,
82856,53,11604,4.00539704,1553,8.2,0.17576304078102112,0.0003,-1.8007478713989258,82755,-0.32207536697387695,0.00876389816403389,,
82884,53,11608,3.9039267200000007,1554,8.1,0.27699577808380127,0.0003,0.23822027444839478,82783,-0.49073511362075806,0.008788743987679482,,
82916,53,11612,3.987982780000001,1554,8.17,0.2546927332878113,0.0003,0.05222940444946289,82815,-0.4205701947212219,0.008801539428532124,,
82946,53,11616,4.02642987,1555,8.21,0.19989746809005737,0.0003,-0.19766321778297424,82845,-0.5247328281402588,0.008813421241939068,,
82970,53,11620,3.900974759999999,1555,8.11,0.253151535987854,0.0003,0.5382753610610962,82869,-0.4587234854698181,0.00883755087852478,,
82998,53,11624,3.7120044,1556,7.92,0.19762004911899567,0.0003,3.085815906524658,82897,-0.4282154440879822,0.008877819404006004,,
83036,53,11628,3.7513536099999993,1556,7.97,0.24612510204315186,0.0003,-2.1340038776397705,82935,-0.3660416305065155,0.008961339481174946,,
83069,53,11632,3.73082443,1557,7.97,0.358612984418869,0.0003,-2.228248357772827,82968,-0.5514373779296875,0.008980383165180683,,
83107,53,11636,3.85913513,1558,7.99,0.20876826345920563,0.0003,-3.211142063140869,83006,-0.2660754323005676,0.008997626602649689,,
83131,53,11640,3.862731109999999,1558,7.96,0.22665950655937195,0.0003,2.042715311050415,83030,-0.7770535945892334,0.008993135765194893,,
83157,53,11644,3.7880773999999997,1558,7.9,0.21268044412136078,0.0003,1.1076029539108276,83056,-0.48160478472709656,0.009000631049275398,,
83180,53,11648,3.7043084900000003,1559,7.75,0.24052709341049194,0.0003,1.6484911441802979,83079,-0.6636318564414978,0.009037086740136147,,
83202,53,11652,3.7011328399999996,1559,7.62,0.19940897822380066,0.0003,-0.9816228151321411,83101,-0.44679874181747437,0.009064019657671452,,
83233,53,11656,3.6864032799999995,1560,7.64,0.2592398524284363,0.0003,0.8893860578536987,83132,-0.761513352394104,0.009042978286743164,,
83260,53,11660,3.69004221,1560,7.63,0.2273889183998108,0.0003,-1.8763809204101562,83159,-0.4462783932685852,0.009025738574564457,,
83287,53,11664,3.6361006999999996,1561,7.63,0.22981026768684387,0.0003,-1.4702092409133911,83186,-0.356228768825531,0.00901165883988142,,
83326,53,11668,3.74629673,1561,7.74,0.26230043172836304,0.0003,-1.8044185638427734,83225,-0.195500448346138,0.008988848887383938,,
83355,53,11672,3.58430875,1562,7.62,0.33396032452583313,0.0003,0.3228089511394501,83254,-0.37815386056900024,0.008941964246332645,,
83384,53,11676,3.64892201,1562,7.59,0.23044127225875854,0.0003,-1.3554365634918213,83283,-0.3553503155708313,0.008944505825638771,,
83415,53,11680,3.60536358,1563,7.54,0.22779203951358795,0.0003,0.4915614724159241,83314,-0.46251988410949707,0.008926027454435825,,
83449,53,11684,3.367574940000001,1563,7.43,0.21232108771800995,0.0003,-0.21640968322753906,83348,-0.5854023694992065,0.008956020697951317,,
83484,53,11688,3.4292832599999996,1564,7.48,0.20381031930446625,0.0003,1.463113784790039,83383,-0.5061638355255127,0.008978297933936119,,
83503,53,11692,3.2735490900000004,1564,7.31,0.2168794572353363,0.0003,-0.1979578137397766,83402,-0.3569757342338562,0.008985073305666447,,
83547,53,11696,3.26444209,1565,7.39,0.23652130365371704,0.0003,-0.339549720287323,83446,-0.5385147929191589,0.009002265520393848,,
83577,53,11700,3.2957532499999997,1566,7.44,0.2336972951889038,0.0003,0.7583003640174866,83476,-0.3879826068878174,0.009008767083287239,,
83623,53,11704,3.5215491,1566,7.67,0.23644405603408813,0.0003,-1.6960324048995972,83522,-0.42256253957748413,0.009019228629767895,,
83658,53,11708,3.59319067,1567,7.74,0.2140260934829712,0.0003,0.3822629749774933,83557,-0.5573833584785461,0.008992205373942852,,
83698,53,11712,3.55570184,1568,7.82,0.19162943959236145,0.0003,-2.280392646789551,83597,-0.3455939292907715,0.008951191790401936,,
83731,53,11716,3.6496843600000006,1568,7.85,0.27669721841812134,0.0003,-1.4268964529037476,83630,-0.5005846619606018,0.008925388567149639,,
83780,53,11720,3.850858299999999,1569,8.1,0.23743143677711487,0.0003,2.4963269233703613,83679,-0.6336269378662109,0.008911660872399807,,
83809,53,11724,3.80469161,1570,8.11,0.21956248581409454,0.0003,-0.13188782334327698,83708,-0.3431714177131653,0.008940067142248154,,
83834,53,11728,3.71553913,1570,7.98,0.2209928184747696,0.0003,-0.7928779721260071,83733,-0.3839150071144104,0.008971518836915493,,
83860,53,11732,3.6474119799999993,1571,7.91,0.2126988172531128,0.0003,-0.9907467365264893,83759,-0.3122437000274658,0.0089880945160985,,
83895,53,11736,3.5170636699999993,1571,7.88,0.30629658699035645,0.0003,0.5515532493591309,83794,-0.3542041778564453,0.008954355493187904,,
83925,53,11740,3.63593808,1572,7.94,0.2388380765914917,0.0003,-1.645919919013977,83824,-0.3701675534248352,0.008943047374486923,,
83953,53,11744,3.6466318400000004,1572,7.96,0.23596391081809998,0.0003,-2.2651071548461914,83852,-0.3865693211555481,0.008945687673985958,,
83983,53,11748,3.6884513400000003,1573,8.03,0.3058575391769409,0.0003,-2.182736396789551,83882,-0.5699217319488525,0.008932494558393955,,
84019,53,11752,3.78916854,1573,8.17,0.28276145458221436,0.0003,-0.797695517539978,83918,-0.5123997330665588,0.008937351405620575,,
84045,53,11756,3.7381721499999996,1574,8.12,0.16180765628814697,0.0003,-3.3428635597229004,83944,-0.21320509910583496,0.008942837826907635,,
84088,53,11760,3.87567537,1575,8.28,0.2104972004890442,0.0003,-0.5262202024459839,83987,-0.41388529539108276,0.008892991580069065,,
84107,53,11764,3.87105362,1575,8.2,0.2185845524072647,0.0003,-3.454639434814453,84006,-0.18625523149967194,0.008873138576745987,,
84135,53,11768,3.7610888300000003,1575,8.09,0.2540692389011383,0.0003,-2.834852695465088,84034,-0.44355255365371704,0.008889871649444103,,
84166,53,11772,3.7296728400000005,1576,8.11,0.23085790872573853,0.0003,0.5578314661979675,84065,-0.593727707862854,0.008872449398040771,,
84200,53,11776,3.7653276300000003,1577,8.16,0.2688196897506714,0.0003,2.1477465629577637,84099,-0.5088346600532532,0.008891287259757519,,
84235,53,11780,3.7790745700000006,1577,8.2,0.26452717185020447,0.0003,-0.42678648233413696,84134,-0.725878119468689,0.008886781521141529,,
84278,53,11784,3.9314289,1578,8.29,0.21832260489463806,0.0003,0.9671851396560669,84177,-0.43555572628974915,0.008879111148416996,,
84304,53,11788,3.8234476099999997,1578,8.2,0.25460201501846313,0.0003,1.7101736068725586,84203,-0.38129884004592896,0.008888663724064827,,
84334,53,11792,3.93440671,1579,8.31,0.3024140000343323,0.0003,1.2049732208251953,84233,-0.5043579339981079,0.008880143985152245,,
84360,53,11796,3.87206219,1579,8.13,0.2618579864501953,0.0003,0.6379251480102539,84259,-0.46650341153144836,0.008897403255105019,,
84397,53,11800,3.94179795,1580,8.2,0.23113669455051422,0.0003,-0.7434177398681641,84296,-0.4197489023208618,0.008926767855882645,,
84418,53,11804,3.6840787900000005,1580,7.95,0.27186721563339233,0.0003,2.7729880809783936,84317,-0.3331179916858673,0.008932260796427727,,
84452,53,11808,3.6593586000000005,1581,7.94,0.3236324191093445,0.0003,1.9488675594329834,84351,-0.4286815822124481,0.008944766595959663,,
84475,53,11812,3.5885382100000003,1581,7.77,0.27740734815597534,0.0003,-0.7239714860916138,84374,-0.25168198347091675,0.008978447876870632,,
84498,53,11816,3.4576877899999996,1582,7.67,0.2301202118396759,0.0003,-0.760351836681366,84397,-0.27897363901138306,0.008986946195363998,,
84537,53,11820,3.4843337300000004,1582,7.57,0.25671058893203735,0.0003,-2.626591682434082,84436,-0.3362257182598114,0.008987592533230782,,
84567,53,11824,3.47006439,1583,7.58,0.24445728957653046,0.0003,3.3783655166625977,84466,-0.6079279184341431,0.008950330317020416,,
84602,53,11828,3.5549203100000004,1584,7.68,0.2318885624408722,0.0003,-0.7221559882164001,84501,-0.4259375333786011,0.00898312870413065,,
84627,53,11832,3.4834654800000004,1584,7.67,0.4091988205909729,0.0003,1.1233875751495361,84526,-0.4978649914264679,0.008965963497757912,,
84661,53,11836,3.5140823300000013,1585,7.66,0.22215650975704193,0.0003,1.169478178024292,84560,-0.27765148878097534,0.008947927504777908,,
84698,53,11840,3.570099360000001,1585,7.73,0.23453842103481293,0.0003,-2.3002424240112305,84597,-0.384716272354126,0.008944748900830746,,
84725,53,11844,3.5495416399999997,1586,7.72,0.22421739995479584,0.0003,2.2039170265197754,84624,-0.6138250231742859,0.008948344737291336,,
84755,53,11848,3.5805257,1586,7.72,0.22306203842163086,0.0003,1.9982796907424927,84654,-0.40349674224853516,0.008993161842226982,,
84780,53,11852,3.45154664,1587,7.61,0.2695990800857544,0.0003,1.5983097553253174,84679,-0.5627665519714355,0.009022640064358711,,
84805,53,11856,3.44506012,1587,7.6,0.19966304302215576,0.0003,-0.3445017337799072,84704,-0.4686684012413025,0.009059332311153412,,
84823,53,11860,3.2545632899999997,1587,7.35,0.22218051552772522,0.0003,1.2790660858154297,84722,-0.40742963552474976,0.009070847183465958,,
84850,53,11864,3.3255608600000004,1588,7.43,0.21869122982025146,0.0003,2.463076591491699,84749,-0.38726484775543213,0.009090496227145195,,
84883,53,11868,3.4011127000000005,1588,7.48,0.2578994631767273,0.0003,0.8791123628616333,84782,-0.6535338163375854,0.009092695079743862,,
84920,53,11872,3.4339504700000005,1589,7.54,0.28182584047317505,0.0003,1.2544546127319336,84819,-0.582844078540802,0.009091978892683983,,
84960,53,11876,3.4941712799999993,1590,7.6,0.30707353353500366,0.0003,-2.2016892433166504,84859,-0.5252949595451355,0.009030801244080067,,
84985,53,11880,3.4173019299999994,1590,7.5,0.26794159412384033,0.0003,-1.4876651763916016,84884,-0.36402612924575806,0.008999831974506378,,
85000,,,,,,0.18687856197357178,0.0003,0.14465537667274475,84899,-0.36850881576538086,0.009006285108625889,4.3637543,7.85
85011,53,11884,3.30462532,1591,7.33,0.23922428488731384,0.0003,-2.8936350345611572,84910,-0.4494386911392212,0.009021628648042679,,
85050,53,11888,3.3980056499999995,1592,7.46,0.20590728521347046,0.0003,-1.601921796798706,84949,-0.15441544353961945,0.009022094309329987,,
85082,53,11892,3.383388959999999,1593,7.48,0.22308284044265747,0.0003,3.1213881969451904,84981,-0.4780956208705902,0.009010598063468933,,
85120,53,11896,3.4486352700000005,1593,7.6,0.255759596824646,0.0003,1.8552732467651367,85019,-0.28451305627822876,0.008969200775027275,,
85147,53,11900,3.3394489899999997,1594,7.5,0.18590688705444336,0.0003,1.369188904762268,85046,-0.5258718729019165,0.008967516012489796,,
85195,53,11904,3.555602689999999,1594,7.77,0.25252676010131836,0.0003,3.8810739517211914,85094,-0.7424173355102539,0.009019831195473671,,
