time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,train/learning_rate,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
98,19.02,403376,19.05527943,4086,34132,0.001,3.008184360421222,403250,-6.363660931587219,,
98,18.8,403444,18.803946540000005,4087,34136,0.001,2.7334083318710327,403332,-6.24602735042572,,
98,18.92,403545,19.15149747,4087,34140,0.001,2.6519668102264404,403430,-6.057460117340088,,
98,19.15,403632,19.409765869999998,4088,34144,0.001,2.8023878877813164,403516,-6.371421640569514,,
98,19.3,403707,19.97762479,4089,34148,0.001,2.7005351384480796,403588,-6.418410474603826,,
98,19.23,403777,20.21746684,4089,34152,0.001,2.862959794998169,403660,-6.303099155426025,,
98,19.06,403855,20.494239659999998,4090,34156,0.001,2.722709768696835,403743,-6.429218557145861,,
98,19.06,403934,20.334281309999998,4091,34160,0.001,2.822736077838474,403809,-6.594413386450873,,
98,18.78,403999,20.22149688,4091,34164,0.001,2.923913972718375,403892,-6.355877603803362,,
98,19.02,404077,20.800878469999997,4092,34168,0.001,2.828497875820507,403969,-6.1744278560985215,,
98,18.74,404132,20.335687309999997,4092,34172,0.001,2.882307680029618,404028,-6.496903896331787,,
98,19.01,404214,20.72888343,4093,34176,0.001,2.9311543646312894,404099,-6.356894063949585,,
98,18.82,404282,20.970393609999995,4093,34180,0.001,2.812838469232832,404165,-6.364908354622977,,
98,18.71,404356,21.10374535,4094,34184,0.001,2.619554564356804,404253,-6.273329079151154,,
98,18.54,404412,20.96966731,4094,34188,0.001,2.8104195254189626,404308,-6.364889553615025,,
98,18.69,404494,21.55500736,4095,34192,0.001,2.623442398874383,404376,-6.118913793563843,,
98,18.91,404591,22.21023024,4096,34196,0.001,2.6925653914610543,404470,-6.2395442724227905,,
98,18.69,404653,21.94500113000001,4096,34200,0.001,2.899989969200558,404544,-6.265721797943115,,
98,18.46,404724,21.87487370000001,4097,34204,0.001,2.6299540599187217,404605,-6.3161085446675616,,
98,18.07,404785,21.053493860000003,4097,34208,0.001,2.721764551965814,404683,-6.604605303870307,,
98,18.13,404865,21.09877984,4098,34212,0.001,2.7819509410858156,404748,-6.375385541182298,,
98,18.56,404962,21.866718409999997,4099,34216,0.001,2.9365305662155152,404840,-6.454994583129883,,
,,405000,,,,0.001,2.9548564702272415,404895,-6.550588011741638,22.10515604,18.34
98,18.55,405022,21.620759900000007,4102,34220,,,,,,
98,18.44,405077,21.350393070000006,4102,34224,0.001,2.598228496663711,404962,-6.302438259124756,,
98,18.66,405162,21.641894160000007,4103,34228,0.001,2.902254953980446,405044,-6.537657082080841,,
98,18.65,405241,21.51578285,4104,34232,0.001,2.740538614136832,405121,-6.52251843043736,,
98,18.77,405321,21.697927340000007,4105,34236,0.001,2.6540210882822675,405207,-6.54505409513201,,
98,18.4,405385,21.163648480000003,4105,34240,0.001,2.9243317974938288,405267,-6.371799468994141,,
98,18.32,405464,21.01978471,4106,34244,0.001,2.9386224150657654,405345,-6.477850770950317,,
98,18.28,405535,20.813620379999996,4106,34248,0.001,2.828932912726151,405416,-6.507855606079102,,
98,18.52,405629,21.036414560000004,4107,34252,0.001,2.86255667520606,405512,-6.317958156267802,,
98,18.56,405711,20.827281969999998,4108,34256,0.001,2.9610078845705305,405599,-6.349641118730817,,
98,18.56,405790,20.88564597,4108,34260,0.001,2.9762529808542,405666,-6.555214285850525,,
98,18.86,405885,21.218636949999997,4109,34264,0.001,2.834726201163398,405778,-6.431236403329032,,
98,18.97,405974,21.211407920000003,4110,34268,0.001,2.7532840445637703,405854,-6.303359031677246,,
98,19.27,406059,21.65115996,4110,34272,0.001,2.879972906112671,405942,-6.353353427006648,,
98,19.13,406127,21.393699609999995,4111,34276,0.001,2.882157629186457,406006,-6.563644091288249,,
98,19.38,406220,21.606701429999998,4111,34280,0.001,2.7921540063360464,406101,-6.22534669529308,,
98,19.53,406309,21.55537364,4112,34284,0.001,2.8717098236083984,406190,-6.2841518190171985,,
98,20.0,406412,22.200060590000003,4113,34288,0.001,2.8744835024294644,406294,-6.657011151313782,,
98,20.06,406500,21.77390508,4114,34292,0.001,2.6081705661047074,406384,-6.4796130873940205,,
98,20.0,406591,21.1711854,4114,34296,0.001,2.7060389446489737,406486,-6.441576452816234,,
98,20.04,406657,21.54660713,4115,34300,0.001,2.8006470004717507,406542,-6.331355492273967,,
98,20.21,406745,21.795164,4115,34304,0.001,2.7871896425882974,406623,-6.330161465538873,,
98,20.55,406840,22.486241349999997,4116,34308,0.001,2.9685911779050476,406723,-6.453659351055439,,
98,20.55,406920,22.515888140000005,4117,34312,0.001,2.7592721666608537,406803,-6.4979239872523715,,
98,20.48,407010,22.42713942,4117,34316,0.001,2.780536708831787,406887,-6.171475092569987,,
98,20.75,407097,22.575886909999994,4118,34320,0.001,2.812716512119069,406975,-6.416586875915527,,
98,20.95,407172,22.993736050000006,4119,34324,0.001,2.9146678845087686,407066,-6.498739878336589,,
98,20.61,407223,22.55974004,4119,34328,0.001,3.1892718341615467,407117,-6.422609170277913,,
98,20.6,407301,22.641899350000006,4120,34332,0.001,2.7391807514688242,407179,-6.417761325836182,,
98,20.62,407383,22.554980920000002,4120,34336,0.001,2.8542301654815674,407271,-6.463821521172156,,
98,20.75,407460,22.88852268,4121,34340,0.001,2.9187986643418022,407343,-6.5432257218794385,,
98,20.76,407540,23.132543939999994,4121,34344,0.001,2.7087030013402305,407421,-6.289619445800781,,
98,21.08,407643,23.467551030000003,4122,34348,0.001,2.810467620690664,407516,-6.429417093594869,,
98,21.03,407732,23.164067820000003,4123,34352,0.001,2.872592639923096,407612,-6.393022855122884,,
98,21.02,407813,22.969981160000003,4124,34356,0.001,2.7904174761338667,407704,-6.38291072845459,,
98,21.14,407904,23.194152729999995,4124,34360,0.001,2.8748459134783064,407775,-6.323397254943847,,
98,20.89,407974,22.816289770000004,4125,34364,0.001,2.97969896143133,407865,-6.214962959289551,,
98,20.85,408059,22.637488740000002,4125,34368,0.001,2.8528151408485742,407947,-6.6751391237432305,,
98,20.6,408119,22.345006469999998,4126,34372,0.001,2.82310145742753,408007,-6.438142538070679,,
98,20.6,408187,22.5992485,4126,34376,0.001,2.8102610051631927,408080,-6.499954652786255,,
98,20.31,408251,22.147213840000003,4127,34380,0.001,2.835016357898712,408140,-6.47263536453247,,
98,20.19,408328,22.069730139999997,4127,34384,0.001,2.9289868805143566,408222,-6.418943405151367,,
98,19.93,408405,21.648604099999996,4128,34388,0.001,2.8024916421799433,408293,-6.678539991378784,,
98,20.01,408501,22.23272157,4129,34392,0.001,2.970655352981002,408380,-6.543503590992519,,
98,20.09,408600,22.556419119999997,4129,34396,0.001,2.7104323943456015,408481,-6.46650759379069,,
98,20.17,408674,22.613403299999995,4130,34400,0.001,2.9829352316649063,408557,-6.416386474262584,,
98,19.99,408744,22.218019159999997,4131,34404,0.001,3.040311412377791,408626,-6.341204729947177,,
98,19.79,408819,21.962989110000002,4131,34408,0.001,2.867710060543484,408715,-6.4705573717753095,,
98,19.86,408906,22.246975430000003,4132,34412,0.001,2.9541308879852295,408788,-6.352595090866089,,
98,19.67,408977,22.17690164,4133,34416,0.001,2.9908613616769966,408874,-6.488025145097212,,
98,19.65,409062,22.54648479,4133,34420,0.001,2.8628431293699474,408943,-6.294874456193712,,
98,19.63,409135,22.313926379999998,4134,34424,0.001,2.98743535490597,409018,-6.393824577331543,,
98,19.73,409196,22.38440294,4134,34428,0.001,2.9805023670196533,409077,-6.6775190489632745,,
98,19.68,409269,22.214850269999996,4135,34432,0.001,2.9888983567555747,409161,-6.508962366316053,,
98,19.78,409361,22.368076269999996,4135,34436,0.001,2.9442621994018556,409246,-6.380763860849234,,
98,19.86,409446,22.26004769,4136,34440,0.001,2.9157613949342207,409324,-6.64862043207342,,
98,19.79,409519,21.886412,4137,34444,0.001,3.0287552447546098,409399,-6.508443212509155,,
98,19.45,409588,21.482019620000003,4137,34448,0.001,2.7084653854370115,409466,-6.41536299387614,,
98,19.29,409661,21.584920320000002,4138,34452,0.001,2.952030026912689,409552,-6.557023239135742,,
98,19.1,409723,21.559719759999997,4138,34456,0.001,2.991354909810153,409615,-6.37464224208485,,
99,18.91,409795,21.279085179999996,4139,34460,0.001,2.9598949402570724,409680,-6.532059848308563,,
99,18.84,409858,21.34830428,4139,34464,0.001,2.976191997528076,409750,-6.177595456441243,,
99,18.7,409929,21.35312735,4140,34468,0.001,2.923572715960051,409811,-6.5298542976379395,,
99,18.74,409993,21.468665840000003,4140,34472,0.001,2.9648578986525536,409883,-6.4309951066970825,,
,,410000,,,,0.001,2.7955901255974402,409896,-6.399513925824847,21.10800518,18.2
98,19.24,410111,22.108030500000005,4143,34476,0.001,2.864254581928253,409974,-6.341608047485352,,
98,19.38,410189,22.48161949,4144,34480,0.001,2.822883617310297,410064,-6.4813173033974385,,
98,19.51,410279,23.060914209999996,4145,34484,0.001,2.8337289976037066,410160,-6.394996404647827,,
98,19.42,410347,22.98173769,4145,34488,0.001,2.828679164250692,410230,-6.377554893493652,,
98,19.24,410425,22.40531633,4146,34492,0.001,2.86971652507782,410317,-6.587603648503621,,
98,19.0,410500,21.957181219999992,4146,34496,0.001,2.5977366632885404,410375,-6.594645341237386,,
98,19.0,410574,21.79473379,4147,34500,0.001,2.9496643940607705,410457,-6.65608545144399,,
98,19.21,410665,21.956339080000006,4148,34504,0.001,3.0463651180267335,410558,-6.371406364440918,,
99,19.31,410750,21.87088849,4148,34508,0.001,2.7171840171019235,410629,-6.562358220418294,,
99,19.28,410834,21.58972085,4149,34512,0.001,2.9349891102832295,410716,-6.588516275087993,,
99,19.29,410906,21.376530559999996,4149,34516,0.001,2.8053889104298184,410791,-6.392444610595703,,
99,19.4,411002,21.487570770000005,4150,34520,0.001,3.0523590723673504,410887,-6.625876744588216,,
99,19.45,411080,21.4650704,4151,34524,0.001,2.803259616548365,410965,-6.533688155087558,,
99,19.48,411144,21.682547749999998,4151,34528,0.001,3.154886659822966,411035,-6.613025294409858,,
99,19.57,411226,21.70491032,4152,34532,0.001,2.7966568903489546,411112,-6.598551591237386,,
99,19.81,411342,21.797283689999993,4153,34536,0.001,2.895120612506209,411232,-6.547914357020937,,
99,19.81,411427,21.8108626,4153,34540,0.001,3.0157147856319653,411306,-6.710394806332058,,
99,19.8,411499,21.564396519999995,4154,34544,0.001,2.804625792936845,411373,-6.810512828826904,,
99,19.99,411587,21.71287162,4154,34548,0.001,3.0329920947551727,411469,-6.593223849932353,,
99,20.19,411680,21.93205106,4155,34552,0.001,2.9960415471683848,411563,-6.5145508592778985,,
99,20.42,411765,21.852418319999998,4156,34556,0.001,3.006310662707767,411651,-6.60895037651062,,
99,20.38,411833,21.79178903,4156,34560,0.001,2.889335583556782,411728,-6.81198805028742,,
99,20.37,411895,21.62644247,4157,34564,0.001,3.2296094417572023,411776,-6.450614293416341,,
99,20.3,411959,21.261482250000004,4157,34568,0.001,3.0551170349121093,411842,-6.509844144185384,,
99,20.41,412034,21.452472979999996,4158,34572,0.001,2.930968761444092,411915,-6.482011159261067,,
99,20.01,412112,20.902465969999998,4159,34576,0.001,2.8571061812914333,411997,-6.543162015768198,,
99,20.05,412194,21.09300496,4159,34580,0.001,3.070044159889221,412074,-6.739130687713623,,
99,20.01,412280,20.958390469999998,4160,34584,0.001,3.106452888912625,412158,-6.665675163269043,,
99,19.91,412338,20.75072919,4160,34588,0.001,3.0518762956966055,412233,-6.5028977394104,,
99,19.58,412383,20.40738912,4161,34592,0.001,2.9654010847995154,412279,-6.342511441972521,,
99,19.53,412453,20.67020576,4161,34596,0.001,3.063841637443094,412349,-6.70847886800766,,
99,19.42,412516,20.628435760000002,4162,34600,0.001,3.108417877784142,412391,-6.8538079261779785,,
99,19.23,412588,20.587501140000004,4162,34604,0.001,2.993143466802744,412470,-6.637815611703055,,
99,19.1,412660,20.5674598,4163,34608,0.001,3.164222319920858,412546,-6.424895286560059,,
99,19.29,412763,20.57440032,4164,34612,0.001,3.0056241353352866,412651,-6.572743150922987,,
99,19.13,412819,20.53578948,4164,34616,0.001,2.8200885731240977,412701,-6.540445154363459,,
99,18.96,412898,20.187223409999998,4164,34620,0.001,2.821966115166159,412782,-6.681147575378418,,
99,18.96,412976,20.091118029999997,4165,34624,0.001,2.820352690560477,412860,-6.709494504061612,,
99,19.26,413070,20.259545109999998,4166,34628,0.001,2.9299157361189523,412958,-6.615939299265544,,
99,19.1,413136,20.211554409999998,4166,34632,0.001,2.996117874979973,413017,-6.566129386425018,,
99,19.04,413246,20.36742257,4167,34636,0.001,2.8790442895889283,413119,-6.670495470364888,,
99,19.03,413330,20.238042890000003,4168,34640,0.001,3.0961259603500366,413222,-6.690195035934448,,
99,19.17,413416,20.575934710000002,4168,34644,0.001,2.9630668888921323,413312,-6.59899786244268,,
99,18.89,413476,20.27597035,4169,34648,0.001,2.9943282971015344,413361,-6.7939542929331465,,
99,18.9,413570,20.147467859999995,4169,34652,0.001,3.0176742928368703,413445,-6.742378302982876,,
99,18.75,413640,20.367706720000005,4170,34656,0.001,3.0164623152125967,413531,-6.547070026397705,,
99,18.83,413716,20.486862370000004,4170,34660,0.001,3.019899777003697,413601,-6.614525842666626,,
99,19.04,413799,21.038795600000004,4171,34664,0.001,2.9341728115081787,413681,-6.574027895927429,,
99,19.26,413885,21.51382156,4172,34668,0.001,2.7643926408555775,413763,-6.631859249538845,,
99,19.21,413955,21.45991948,4172,34672,0.001,2.910535552284934,413836,-6.448147853215535,,
99,19.11,414023,21.266549070000007,4172,34676,0.001,3.200238347053528,413906,-6.579971837997436,,
99,19.08,414102,21.129513369999998,4173,34680,0.001,3.026989964877858,413988,-6.630688137478298,,
99,19.09,414189,20.844614450000005,4174,34684,0.001,2.858637716088976,414066,-6.563733373369489,,
99,19.21,414259,20.818245219999998,4174,34688,0.001,2.9061320463816327,414154,-6.30806040763855,,
99,19.84,414367,21.69784631,4175,34692,0.001,2.9983236690362296,414234,-6.355138619740804,,
99,19.78,414431,21.40386254,4175,34696,0.001,3.312270760536194,414317,-6.410030523935954,,
99,19.92,414508,21.676161609999998,4176,34700,0.001,3.1111275355021157,414394,-6.6373394619334825,,
99,20.13,414601,21.999545490000006,4177,34704,0.001,3.0379865522737854,414478,-6.543441738401141,,
99,20.27,414687,22.035274180000002,4177,34708,0.001,3.150999754667282,414584,-6.680252824510847,,
99,19.89,414752,21.850664230000003,4178,34712,0.001,2.998552346229553,414636,-6.58129301071167,,
99,20.07,414826,21.933969419999997,4178,34716,0.001,2.95475517378913,414710,-6.441252708435059,,
99,20.38,414936,22.461939620000003,4179,34720,0.001,2.9006064026444047,414818,-6.648233345576695,,
99,20.23,414999,22.57462568,4180,34724,0.001,2.883120745420456,414880,-6.373399138450623,,
,,415000,,,,0.001,2.8330309174277564,414902,-6.326986139470881,23.93662242,19.52
99,19.99,415069,22.57205115999999,4183,34728,0.001,2.9366856189001176,414952,-6.704209761186079,,
99,20.02,415138,22.781789950000004,4183,34732,0.001,3.009967565536499,415021,-6.63869751824273,,
99,19.79,415225,22.734786989999996,4184,34736,0.001,3.2812375664710998,415106,-6.562893390655518,,
99,19.55,415285,22.400369250000004,4184,34740,0.001,2.964703321456909,415176,-6.690728545188904,,
99,19.57,415373,22.48138253,4185,34744,0.001,2.954368415631746,415250,-6.765677642822266,,
99,19.85,415461,22.78213455999999,4186,34748,0.001,2.8330345704005313,415343,-6.621122140150804,,
99,19.55,415525,22.318873349999993,4186,34752,0.001,3.043473218616686,415405,-6.543776459164089,,
99,19.6,415600,22.461922389999998,4187,34756,0.001,2.9102390245957808,415482,-6.423840045928955,,
99,19.61,415677,22.723234880000003,4187,34760,0.001,2.907525985137276,415567,-6.5996198654174805,,
99,19.45,415744,22.10895336,4188,34764,0.001,3.070690574645996,415637,-6.64592444896698,,
99,19.39,415824,21.875743880000005,4188,34768,0.001,3.086651623249054,415709,-6.389070272445679,,
99,19.4,415895,21.662180790000008,4189,34772,0.001,2.8827265739440917,415779,-6.554002285003662,,
99,19.45,415968,21.646221029999996,4190,34776,0.001,2.9282618363698325,415857,-6.826177256447928,,
99,19.28,416030,21.264466040000002,4190,34780,0.001,3.1291656732559203,415927,-6.676395416259766,,
99,19.33,416122,21.43928896,4191,34784,0.001,2.907890240351359,415999,-6.577875423431396,,
99,19.08,416167,21.138318690000002,4191,34788,0.001,2.876650137059829,416059,-6.627198159694672,,
99,18.86,416253,20.847181100000004,4192,34792,0.001,3.026210758421156,416139,-6.7431386311848955,,
99,19.0,416331,21.07981381,4193,34796,0.001,2.9227719055978874,416213,-6.42928245332506,,
99,18.88,416396,20.78502933,4193,34800,0.001,3.1444923877716064,416279,-6.570454406738281,,
99,18.69,416470,20.496928670000003,4194,34804,0.001,3.116510009765625,416354,-6.731190347671509,,
99,18.58,416545,20.57617864,4194,34808,0.001,3.155980408191681,416423,-6.561496376991272,,
99,18.71,416623,20.909634950000004,4195,34812,0.001,2.8752767598187483,416507,-6.614070562215952,,
99,18.41,416667,20.59458925,4195,34816,0.001,2.885698397954305,416551,-6.599366029103597,,
99,17.98,416734,19.90552013,4196,34820,0.001,3.167364710255673,416609,-6.687516848246257,,
99,18.17,416816,20.085411530000002,4197,34824,0.001,3.0794777111573652,416691,-6.625773603265936,,
99,18.17,416886,20.02768164,4197,34828,0.001,3.023711783545358,416777,-6.5419407572065085,,
99,18.27,416965,19.723251079999997,4198,34832,0.001,3.098211908340454,416821,-6.3570465360369,,
99,18.46,417071,19.818803949999996,4199,34836,0.001,3.113539123535156,416951,-6.513622005780538,,
99,18.41,417126,19.846096720000002,4200,34840,0.001,2.8391441106796265,417011,-6.663854440053304,,
99,18.21,417194,19.58958669,4200,34844,0.001,3.251458536494862,417085,-6.350590419769287,,
99,18.0,417261,19.44800516,4201,34848,0.001,3.0598892688751222,417158,-6.688854767726018,,
99,18.02,417327,19.7043667,4201,34852,0.001,3.008053695454317,417216,-6.6414875984191895,,
99,18.1,417410,19.490150760000002,4202,34856,0.001,3.1131602426369986,417285,-6.529305259386699,,
99,18.11,417488,19.04868872,4203,34860,0.001,2.9373804688453675,417369,-6.673760175704956,,
99,18.33,417577,19.32606928,4203,34864,0.001,2.8846711913744607,417453,-6.408526606029934,,
99,18.31,417655,19.369189739999996,4204,34868,0.001,3.0418265732851895,417527,-6.496931076049805,,
99,18.29,417724,19.461068579999996,4205,34872,0.001,2.919808171012185,417614,-6.578758413141424,,
99,18.42,417810,19.776316440000002,4206,34876,0.001,2.9744355231523514,417694,-6.534760892391205,,
99,18.67,417897,20.288272770000003,4206,34880,0.001,3.012765557869621,417780,-6.528729240099589,,
99,18.36,417958,19.9546959,4207,34884,0.001,2.969088041782379,417845,-6.706952238082886,,
99,18.92,418059,20.919465990000003,4208,34888,0.001,2.8654359579086304,417936,-6.771765845162528,,
99,18.77,418130,20.627920689999996,4209,34892,0.001,3.1192078590393066,418016,-6.611462259292603,,
99,18.65,418196,20.46094183,4209,34896,0.001,3.1538657765639457,418081,-6.666033956739637,,
99,18.89,418285,20.956384450000005,4210,34900,0.001,2.964247294834682,418163,-6.568676137924195,,
99,18.73,418343,20.72155296,4211,34904,0.001,3.2187391449423397,418229,-6.854956805706024,,
99,18.96,418441,21.135361179999997,4212,34908,0.001,2.914954526671048,418323,-6.556085654667446,,
99,18.63,418486,20.458736619999996,4212,34912,0.001,3.09957959651947,418376,-6.6534223556518555,,
99,18.85,418552,20.77282643,4213,34916,0.001,3.0598541498184204,418436,-6.5713737275865345,,
99,18.75,418609,20.519408010000003,4213,34920,0.001,3.0761863818535438,418494,-6.630270957946777,,
99,18.58,418674,20.5304434,4214,34924,0.001,3.1531638979911802,418558,-6.748396396636963,,
99,18.62,418748,20.54502841,4215,34928,0.001,3.0706883668899536,418628,-6.87391471862793,,
99,18.6,418825,21.067398639999997,4215,34932,0.001,2.8534704208374024,418709,-6.599505949020386,,
99,18.41,418912,20.77097375,4216,34936,0.001,3.214605632581209,418793,-6.7880036565992565,,
99,18.53,418979,20.91692231,4217,34940,0.001,3.0151810169219972,418862,-6.5114912509918215,,
99,18.62,419056,21.27603863,4217,34944,0.001,3.020754303250994,418935,-6.465601682662964,,
99,19.03,419164,22.000354629999997,4218,34948,0.001,3.0680415534973147,419044,-6.743889111738938,,
99,19.1,419237,21.948463259999993,4219,34952,0.001,3.2425526197140035,419118,-6.62582621207604,,
99,19.03,419313,22.00381177,4220,34956,0.001,3.082021617889404,419192,-6.443058586120605,,
99,18.98,419386,21.822901829999996,4220,34960,0.001,3.0863746643066405,419275,-6.7383551597595215,,
99,18.95,419472,22.11757528,4221,34964,0.001,2.8120793785367693,419354,-6.6203716823032925,,
99,18.7,419525,21.85050702,4222,34968,0.001,3.062488595644633,419407,-6.6067172686258955,,
99,18.77,419601,21.942285990000002,4222,34972,0.001,2.9499348799387612,419478,-6.522003332773845,,
99,18.75,419685,22.105268980000005,4223,34976,0.001,3.268938792379279,419570,-6.65095329284668,,
99,18.78,419775,21.856319319999994,4224,34980,0.001,2.9233654260635378,419657,-6.736702108383179,,
99,18.87,419845,22.059006179999997,4224,34984,0.001,2.8664930760860443,419741,-6.595866560935974,,
99,18.68,419927,21.896185529999993,4225,34988,0.001,3.0471373744632886,419811,-6.483112855391069,,
99,18.62,419992,22.015266119999996,4226,34992,0.001,3.000272810459137,419879,-6.7844390869140625,,
,,420000,,,,0.001,2.9966519474983215,419895,-6.622047305107117,23.174555740000006,20.02
99,18.68,420064,22.19305485,4229,34996,0.001,2.8482959270477295,419953,-6.676396528879802,,
99,18.63,420148,21.82858921,4230,35000,0.001,3.13015886147817,420035,-6.670456647872925,,
99,18.89,420232,21.921616280000002,4231,35004,0.001,3.014385388447688,420111,-6.646530628204346,,
99,18.66,420307,21.3069652,4231,35008,0.001,3.0932081373114335,420188,-6.770604944229126,,
99,19.05,420391,21.798736589999997,4232,35012,0.001,3.12251353263855,420269,-6.637022813161214,,
99,19.08,420460,21.700691390000003,4233,35016,0.001,3.0381972094376883,420353,-6.551807085673015,,
99,19.37,420546,22.26800795,4233,35020,0.001,3.21517246702443,420429,-6.648637078025124,,
99,19.33,420607,22.011986229999998,4234,35024,0.001,3.1635274622175427,420499,-6.584910021887885,,
99,19.46,420694,22.17718941,4235,35028,0.001,3.115659409099155,420566,-6.576283348931207,,
99,19.57,420782,22.182315510000002,4235,35032,0.001,3.1227183134659477,420665,-6.742933360013095,,
99,19.39,420851,22.0096254,4236,35036,0.001,3.1157302538553875,420731,-6.908097267150879,,
99,19.56,420935,21.942241819999996,4237,35040,0.001,3.0741209983825684,420830,-6.642333454555935,,
99,19.8,421036,21.976619010000004,4238,35044,0.001,3.388628880182902,420900,-6.571634080674913,,
99,19.3,421094,20.88283209,4238,35048,0.001,3.1454480375562395,420987,-6.470113141196115,,
99,19.22,421159,20.78131107,4239,35052,0.001,2.83411673495644,421050,-6.7704836368560795,,
99,19.19,421232,20.687878249999997,4239,35056,0.001,3.3473415088653566,421113,-6.878798166910808,,
99,19.05,421291,20.81668188,4240,35060,0.001,2.9973034029421597,421176,-6.750311652819316,,
99,18.88,421360,20.58091184,4241,35064,0.001,3.052075001928541,421240,-6.543227513631185,,
99,19.07,421432,20.98439035,4241,35068,0.001,3.3734838529066606,421329,-6.6994124325838955,,
99,19.25,421526,21.12980084,4242,35072,0.001,3.051265640258789,421396,-6.781395655411941,,
99,19.1,421595,20.830270410000004,4243,35076,0.001,2.8701988458633423,421480,-6.897950744628906,,
99,18.99,421674,20.901431640000002,4243,35080,0.001,3.2594464015960694,421561,-6.725678165753682,,
99,19.02,421747,20.688977729999998,4244,35084,0.001,3.0535670121510825,421628,-6.885328451792399,,
99,19.23,421850,20.93466452,4245,35088,0.001,3.096757329427279,421720,-6.838872579427866,,
99,19.38,421930,21.0985831,4245,35092,0.001,3.1304115747150623,421811,-6.645409001244439,,
99,19.5,422014,21.256501659999998,4246,35096,0.001,3.3436485477115796,421894,-6.62271785736084,,
99,19.48,422096,21.59754537,4247,35100,0.001,3.2590107917785645,421977,-6.816176997290717,,
99,19.35,422167,21.632155119999997,4247,35104,0.001,3.414101209640503,422059,-6.710861603418986,,
99,19.39,422246,21.97960644,4248,35108,0.001,3.256882667541504,422126,-6.676227629184723,,
99,19.57,422348,22.2294998,4249,35112,0.001,2.901854351947182,422225,-6.630451679229736,,
99,19.64,422424,22.563313849999997,4249,35116,0.001,3.000493394003974,422306,-6.509178108639187,,
99,19.7,422516,22.521794589999995,4250,35120,0.001,3.0997700691223145,422393,-6.761126858847482,,
99,19.91,422598,22.74453155,4251,35124,0.001,2.996829004514785,422482,-6.620636549862948,,
99,19.72,422666,22.43292084999999,4251,35128,0.001,3.1549141705036163,422556,-6.570751428604126,,
99,19.56,422738,21.94112613,4252,35132,0.001,3.0000368456045785,422617,-6.8688673575719195,,
99,19.67,422818,21.891565180000008,4253,35136,0.001,3.119736495770906,422706,-6.728961372375489,,
99,19.51,422886,22.04353788,4253,35140,0.001,2.9903663635253905,422761,-6.895021915435791,,
99,19.22,422958,21.80358371,4254,35144,0.001,3.2915914275429468,422847,-6.814978686246005,,
99,19.49,423043,22.610754059999994,4254,35148,0.001,3.179264855384827,422920,-6.77337613105774,,
99,19.74,423133,22.97344271,4255,35152,0.001,3.103243103733769,423012,-6.746406487056187,,
99,19.88,423220,23.35195268,4256,35156,0.001,3.135205820987099,423102,-6.819690132141114,,
99,20.15,423306,23.89511009,4257,35160,0.001,3.1320804796720805,423190,-6.680668354034424,,
99,20.15,423375,23.607429860000003,4258,35164,0.001,3.132810592651367,423257,-6.92453670501709,,
99,20.3,423462,23.771401460000007,4258,35168,0.001,3.301609526509824,423341,-6.6933276870033955,,
99,20.07,423533,23.76780903,4259,35172,0.001,3.354373442499261,423412,-6.700124073028564,,
99,20.38,423633,24.18192361,4260,35176,0.001,3.040201959155855,423500,-6.529209613800049,,
99,20.37,423711,24.14121771999999,4261,35180,0.001,3.3282400732455044,423593,-6.660043933174827,,
99,20.4,423787,24.449058359999995,4261,35184,0.001,3.187362547578483,423670,-6.59983294804891,,
99,20.29,423879,24.06195987,4262,35188,0.001,3.2902625799179077,423759,-6.599791924158732,,
99,20.11,423941,23.553176759999996,4263,35192,0.001,3.0672760705153146,423837,-6.666120171546936,,
99,19.95,424009,23.18806567,4263,35196,0.001,3.1054672996203103,423897,-6.822802305221558,,
99,19.9,424086,22.75646215,4264,35200,0.001,3.1410874412173317,423969,-6.55854606628418,,
99,19.92,424159,22.85648233,4265,35204,0.001,3.008299137416639,424043,-6.861025810241699,,
99,19.84,424230,22.58809097,4265,35208,0.001,3.1114193271188175,424112,-6.968411710527208,,
99,19.9,424338,22.74444458,4266,35212,0.001,3.162902369218714,424216,-6.7404130486881035,,
99,20.12,424436,22.689172599999996,4267,35216,0.001,3.0766411656918735,424314,-6.842029730478923,,
99,20.02,424518,22.62835353,4268,35220,0.001,3.1775651519948784,424411,-6.575316082347523,,
99,20.17,424615,22.73577323,4268,35224,0.001,2.9062618641626266,424495,-6.585542106628418,,
99,20.3,424696,23.03702037,4269,35228,0.001,3.077317186023878,424576,-6.635209997495015,,
99,20.21,424759,23.225923190000003,4270,35232,0.001,3.31001311256772,424639,-6.773959922790527,,
99,19.97,424815,22.763614680000003,4270,35236,0.001,3.017554501692454,424708,-6.65826416015625,,
99,20.06,424892,22.948746479999997,4271,35240,0.001,3.140093758702278,424777,-6.799175679683685,,
99,20.15,424973,23.151545379999998,4272,35244,0.001,3.211572425118808,424866,-6.6634598731994625,,
,,425000,,,,0.001,3.3863401889801024,424876,-6.788651847839356,22.811084640000004,19.54
99,20.14,425057,22.956200909999996,4275,35248,0.001,3.3397104229245866,424943,-6.909946441650391,,
