rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,time/episodes,time/total_timesteps,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
2.36460895,84,5.97,1824,25584,154213,0.1180134616792202,154106,-0.6483505964279175,0.001,,
2.35528541,84,5.93,1824,25588,154232,0.05300780683755875,154130,-0.7783308426539103,0.001,,
2.2976395800000002,84,5.92,1824,25592,154252,0.03978487998247147,154150,-0.6749324599901835,0.001,,
2.21196482,84,5.8,1825,25596,154271,0.030763873457908632,154170,-0.7547682126363119,0.001,,
2.15770086,84,5.74,1825,25600,154291,0.03480709856376052,154187,-0.8985605537891388,0.001,,
2.15544723,84,5.75,1825,25604,154314,0.03512405157089234,154209,-0.6699548959732056,0.001,,
2.16408617,84,5.74,1825,25608,154335,0.03460127413272858,154233,-0.8936215937137604,0.001,,
2.1526788299999997,84,5.74,1826,25612,154363,0.03595465049147606,154257,-0.6913723945617676,0.001,,
2.1422714299999996,84,5.73,1826,25616,154381,0.03629442164674401,154279,-0.5581263452768326,0.001,,
2.17109653,84,5.75,1826,25620,154408,0.03998349503510528,154307,-0.5047915950417519,0.001,,
2.16778108,84,5.72,1827,25624,154427,0.0355639299377799,154325,-0.6477103233337402,0.001,,
2.1977491099999993,84,5.75,1827,25628,154447,0.09017141442745924,154344,-0.8621741235256195,0.001,,
2.20599932,84,5.73,1827,25632,154473,0.04817934148013592,154367,-0.5932661890983582,0.001,,
2.2036917700000003,84,5.71,1828,25636,154498,0.03918626680970192,154392,-0.7326549688975016,0.001,,
2.1270721800000003,84,5.63,1828,25640,154516,0.050682637840509415,154414,-0.778067946434021,0.001,,
2.12121609,84,5.62,1828,25644,154540,0.03947084955871105,154437,-0.7877112329006195,0.001,,
2.1264858600000003,84,5.63,1828,25648,154564,0.039240264892578126,154463,-0.8246575355529785,0.001,,
2.11190505,84,5.62,1829,25652,154590,0.043519701808691025,154485,-0.6012511402368546,0.001,,
2.2086044400000002,84,5.79,1829,25656,154626,0.04534064829349518,154519,-0.6450964570045471,0.001,,
2.2219440299999995,84,5.81,1830,25660,154655,0.043175976257771254,154550,-0.7194628715515137,0.001,,
2.2766078100000002,84,5.88,1830,25664,154684,0.040814267843961714,154576,-0.690547247727712,0.001,,
2.3057895599999996,84,5.92,1830,25668,154708,0.03921137909804072,154606,-0.7150551378726959,0.001,,
2.28581216,84,5.89,1830,25672,154727,0.04151432886719704,154625,-0.7355015575885773,0.001,,
2.26038446,84,5.94,1831,25676,154757,0.042553394101560116,154648,-0.8614323735237122,0.001,,
2.2678249499999996,84,5.93,1831,25680,154776,0.044559597969055176,154675,-0.6961572766304016,0.001,,
2.21400132,84,5.84,1831,25684,154797,0.041533225774765016,154695,-0.761556476354599,0.001,,
2.19681334,84,5.81,1831,25688,154813,0.04154999926686287,154712,-0.7339523434638977,0.001,,
2.23809787,84,5.82,1832,25692,154834,0.03371315402910113,154732,-0.7285105288028717,0.001,,
2.2938595299999998,84,5.93,1832,25696,154864,0.04253100184723735,154759,-0.7344582825899124,0.001,,
2.32010782,84,6.0,1832,25700,154891,0.051046626176685095,154784,-0.7506265491247177,0.001,,
2.3117774300000002,84,5.96,1832,25704,154910,0.0394740334401528,154809,-0.7183487812678019,0.001,,
2.2882105800000003,84,6.08,1833,25708,154943,0.046654537320137024,154837,-0.836200088262558,0.001,,
2.3048203999999997,84,6.05,1833,25712,154968,0.03568296693265438,154863,-0.6198717951774597,0.001,,
2.3247077399999996,84,6.11,1834,25716,154992,0.03300261795520783,154887,-0.7013608813285828,0.001,,
,,,,,155000,0.03435634002089501,154900,-0.7575409611066183,0.001,2.7183275499999997,6.1
2.27391306,84,6.06,1834,25720,155014,0.041436273604631424,154908,-0.6440047919750214,0.001,,
2.29609763,84,6.1,1834,25724,155037,0.035313697159290315,154935,-0.6777549088001251,0.001,,
2.26507425,84,6.09,1835,25728,155056,0.036388175934553145,154954,-0.6063853204250336,0.001,,
2.22895322,84,6.03,1835,25732,155076,0.02769729308784008,154974,-0.681617538134257,0.001,,
2.21952839,84,6.05,1835,25736,155103,0.039514559720243723,155001,-0.764737069606781,0.001,,
2.2956625799999997,84,6.11,1836,25740,155127,0.03906077043049865,155025,-0.5300137847661972,0.001,,
2.2747583700000003,84,6.15,1836,25744,155155,0.03632783186104563,155051,-0.7143704071640968,0.001,,
2.26644916,84,6.14,1836,25748,155178,0.043784065172076225,155077,-0.6066374182701111,0.001,,
2.22566056,84,6.06,1836,25752,155196,0.03345440588891506,155095,-1.0095288157463074,0.001,,
2.16533831,84,5.97,1837,25756,155223,0.039944848790764806,155115,-0.7935362458229065,0.001,,
2.1062717800000006,84,5.88,1837,25760,155243,0.03240136206150055,155142,-0.6830170353253683,0.001,,
2.138181,84,5.9,1837,25764,155274,0.03875896967947483,155168,-0.5723067820072174,0.001,,
2.0854333300000003,84,5.83,1837,25768,155291,0.04607133269309997,155190,-0.6659847895304362,0.001,,
2.18127641,84,5.91,1838,25772,155318,0.04249186487868428,155213,-0.9108806848526001,0.001,,
2.21933968,84,5.92,1838,25776,155349,0.040117628458473414,155248,-0.7459351181983948,0.001,,
2.227263,84,5.94,1838,25780,155370,0.0464780256152153,155268,-0.7649097641309103,0.001,,
2.2840179600000003,84,6.03,1839,25784,155400,0.03606100593294416,155293,-0.6400086283683777,0.001,,
2.29406731,84,6.12,1839,25788,155425,0.0442920234054327,155324,-0.7033544778823853,0.001,,
2.3643456800000004,84,6.21,1839,25792,155455,0.038845288753509524,155348,-0.7242891192436218,0.001,,
2.34188693,84,6.14,1840,25796,155478,0.04186108857393265,155371,-0.6570393741130829,0.001,,
2.4665245500000004,84,6.23,1840,25800,155514,0.038439767943187195,155409,-0.6036011934280395,0.001,,
2.5435551999999997,84,6.28,1841,25804,155538,0.03611321821808815,155436,-0.8489781220753988,0.001,,
2.56823681,84,6.23,1841,25808,155566,0.04145943708717823,155464,-0.7625929474830627,0.001,,
2.5200572599999997,84,6.17,1841,25812,155585,0.04346399493515492,155482,-0.7789343595504761,0.001,,
2.54220688,84,6.16,1842,25816,155608,0.033292895555496214,155506,-0.7496744592984518,0.001,,
2.5442463699999998,84,6.16,1842,25820,155630,0.03187955995755536,155528,-0.7265112549066544,0.001,,
2.51825887,84,6.13,1843,25824,155650,0.035742251202464104,155549,-0.7207375168800354,0.001,,
2.5729037099999994,84,6.2,1843,25828,155676,0.045897711999714375,155574,-0.7818279713392258,0.001,,
2.5637482599999992,84,6.21,1843,25832,155697,0.037056581782443185,155595,-0.7085346579551697,0.001,,
2.56806099,84,6.2,1844,25836,155723,0.03543369338980743,155618,-0.7072351425886154,0.001,,
2.5933432899999995,84,6.3,1844,25840,155757,0.04925162345170975,155648,-0.7961549957593282,0.001,,
2.5793358400000006,84,6.2,1844,25844,155775,0.05855401512235403,155673,-0.6277990937232971,0.001,,
2.6436004100000003,84,6.25,1844,25848,155803,0.04361887276172638,155701,-0.8092564046382904,0.001,,
2.66177774,84,6.27,1845,25852,155823,0.03836545124650002,155721,-0.8539604842662811,0.001,,
2.67041086,84,6.25,1845,25856,155848,0.0345616831133763,155747,-0.7501880079507828,0.001,,
2.7363252599999996,84,6.31,1845,25860,155874,0.0479425945215755,155772,-0.8055174469947814,0.001,,
2.7183595799999996,84,6.25,1846,25864,155899,0.03639900386333465,155792,-0.7178408106168112,0.001,,
2.7938113399999995,84,6.36,1846,25868,155927,0.04524253308773041,155820,-0.7141108274459839,0.001,,
2.70330304,84,6.29,1846,25872,155947,0.04358618733073984,155845,-0.653548945983251,0.001,,
2.6693162499999996,84,6.21,1847,25876,155970,0.046531558781862256,155865,-0.8630562126636505,0.001,,
2.6906842799999997,84,6.23,1847,25880,155993,0.04368822897473971,155891,-0.6752877036730448,0.001,,
2.71458545,84,6.22,1847,25884,156022,0.04429737478494644,155920,-0.6792664289474487,0.001,,
2.83551602,84,6.3,1848,25888,156055,0.04593086242675781,155947,-0.7257427275180817,0.001,,
2.7640663200000004,84,6.24,1848,25892,156079,0.037265488877892494,155972,-0.6917055547237396,0.001,,
2.7405243100000005,84,6.23,1848,25896,156101,0.037058445066213606,156000,-0.7317109107971191,0.001,,
2.57883294,84,6.11,1848,25900,156125,0.042909214480055705,156023,-0.7487318217754364,0.001,,
2.4885064299999997,84,6.06,1849,25904,156144,0.07756866700947285,156042,-0.7475301623344421,0.001,,
2.56666853,84,6.1,1849,25908,156176,0.039953739278846316,156069,-0.6792939454317093,0.001,,
2.6582377599999996,84,6.2,1850,25912,156205,0.04083711446987258,156099,-0.7518919259309769,0.001,,
2.6049709600000006,84,6.17,1850,25916,156225,0.04032992720603943,156122,-0.7419097224871317,0.001,,
2.6246302200000002,84,6.2,1850,25920,156250,0.04356556721031666,156148,-0.8394021391868591,0.001,,
2.6018787399999996,84,6.18,1850,25924,156268,0.04491966590285301,156166,-0.6783111890157064,0.001,,
2.584384089999999,84,6.16,1851,25928,156292,0.045101424446329474,156191,-0.8669578731060028,0.001,,
2.60006309,84,6.16,1851,25932,156313,0.041074727475643155,156210,-0.8813069661458334,0.001,,
2.55564524,84,6.15,1851,25936,156338,0.04729417817933219,156234,-0.6981157809495926,0.001,,
2.50925792,84,6.02,1851,25940,156359,0.03739137277007103,156258,-0.6612925132115682,0.001,,
2.51476489,84,6.03,1852,25944,156378,0.04449728205800056,156276,-0.7900789380073547,0.001,,
2.4574437799999997,84,6.03,1852,25948,156406,0.03420937599407302,156305,-0.7812154442071915,0.001,,
2.52832078,84,6.12,1852,25952,156435,0.052294361405074596,156333,-0.6626849472522736,0.001,,
2.4805946899999998,84,6.06,1853,25956,156454,0.043764623999595645,156353,-0.7528448700904846,0.001,,
2.4425973900000004,84,6.08,1853,25960,156482,0.04867496946826577,156380,-0.7120901048183441,0.001,,
2.41071265,84,6.04,1853,25964,156503,0.03469141200184822,156402,-0.8010790745417277,0.001,,
2.3646517599999997,84,5.95,1853,25968,156522,0.04228838160634041,156420,-0.618478536605835,0.001,,
2.3862140999999997,84,5.98,1854,25972,156545,0.03482068628072739,156440,-0.7448584238688151,0.001,,
2.37905702,84,6.06,1854,25976,156576,0.0419095478951931,156465,-0.693763256072998,0.001,,
2.3510171200000003,84,6.05,1854,25980,156598,0.041904124431312084,156493,-0.6807021796703339,0.001,,
2.35800013,84,6.06,1855,25984,156628,0.039898651567372406,156527,-0.7418181419372558,0.001,,
2.2879047900000002,84,5.97,1855,25988,156652,0.03449191618710756,156548,-0.6478996872901917,0.001,,
2.2515830500000003,84,5.91,1855,25992,156670,0.034958410263061526,156569,-0.9126502871513367,0.001,,
2.3054382500000004,84,5.92,1855,25996,156693,0.04554376974701881,156591,-0.7800436317920685,0.001,,
2.30855298,84,5.92,1856,26000,156717,0.034618254378438,156615,-0.7025283873081207,0.001,,
2.33090027,84,5.97,1856,26004,156741,0.04955178778618574,156637,-0.645536869764328,0.001,,
2.21515348,84,5.84,1856,26008,156760,0.04860317632555962,156658,-0.7354860703150431,0.001,,
2.24435168,84,5.89,1856,26012,156794,0.03938978929072619,156687,-0.6935605049133301,0.001,,
2.23816681,84,5.87,1857,26016,156812,0.04844461940228939,156710,-0.8539345860481262,0.001,,
2.1869574200000006,84,5.79,1857,26020,156829,0.0375745203346014,156727,-0.7372131645679474,0.001,,
2.24496123,84,5.85,1857,26024,156853,0.03943268395960331,156746,-0.7563803791999817,0.001,,
2.2428263800000003,84,5.82,1858,26028,156874,0.041952233229364665,156772,-0.7343360632658005,0.001,,
2.31629021,84,5.87,1858,26032,156900,0.03723114705644548,156798,-0.7747773379087448,0.001,,
2.32369831,84,5.85,1858,26036,156923,0.036896242573857305,156821,-0.8132752776145935,0.001,,
2.30322735,84,5.82,1858,26040,156941,0.04326702281832695,156840,-0.7565341790517172,0.001,,
2.26754181,84,5.81,1859,26044,156959,0.03232994551459948,156858,-0.7263925274213155,0.001,,
2.26268888,84,5.73,1859,26048,156979,0.03601583652198315,156874,-0.7502088844776154,0.001,,
2.23473384,84,5.72,1859,26052,157007,0.04473233362659812,156905,-0.6976532489061356,0.001,,
2.2607870500000002,84,5.78,1860,26056,157032,0.0409607645124197,156926,-0.7597737908363342,0.001,,
2.30173876,84,5.76,1860,26060,157058,0.03789463918656111,156956,-0.800208181142807,0.001,,
2.28662987,84,5.77,1861,26064,157080,0.03529838547110557,156977,-0.8113082349300385,0.001,,
2.31176964,84,5.81,1861,26068,157103,0.07147409063246515,157000,-0.6675653398036957,0.001,,
2.29519695,84,5.8,1861,26072,157125,0.04027613252401352,157022,-0.8454566796620687,0.001,,
2.3326470100000005,84,5.74,1862,26076,157150,0.03764399662613869,157048,-0.8183524211247762,0.001,,
2.37810878,84,5.77,1862,26080,157175,0.030067779330743685,157073,-0.7006218135356903,0.001,,
2.32191752,84,5.69,1862,26084,157197,0.04491576407518652,157095,-0.847881481051445,0.001,,
2.27818662,84,5.67,1862,26088,157219,0.038104382902383806,157117,-0.6810146570205688,0.001,,
2.3417015400000003,84,5.76,1862,26092,157246,0.0340053690597415,157141,-0.767802506685257,0.001,,
2.2961291800000003,84,5.78,1863,26096,157271,0.04708427004516125,157170,-0.7633472800254821,0.001,,
2.3051123500000004,84,5.77,1863,26100,157294,0.04700077623128891,157193,-0.7287792861461639,0.001,,
2.29463602,84,5.7,1864,26104,157311,0.03532868158072233,157209,-0.821059376001358,0.001,,
2.3029189399999996,84,5.7,1864,26108,157330,0.030945421662181616,157228,-0.7686164677143097,0.001,,
2.20525709,84,5.6,1864,26112,157354,0.033972629345953465,157253,-0.5808690562844276,0.001,,
2.19950079,84,5.6,1864,26116,157372,0.030231356993317603,157271,-0.7997042536735535,0.001,,
2.2703094100000003,84,5.72,1865,26120,157401,0.03682770886059318,157299,-0.7808268921715873,0.001,,
2.25294899,84,5.69,1865,26124,157422,0.038909244583919644,157321,-0.7563866749405861,0.001,,
2.3798098300000006,84,5.8,1865,26128,157454,0.0409353282302618,157348,-0.7042939811944962,0.001,,
2.3103455,84,5.78,1866,26132,157478,0.08444748446345329,157376,-0.6220210095246633,0.001,,
2.3074031900000005,84,5.75,1866,26136,157498,0.03162008002400398,157396,-0.6719046135743459,0.001,,
2.3274370600000003,84,5.86,1866,26140,157527,0.040671194800072245,157424,-0.6990442633628845,0.001,,
2.37525244,84,5.93,1866,26144,157552,0.05519201010465622,157447,-0.6647923588752747,0.001,,
2.35199102,84,5.91,1867,26148,157570,0.031729856133461,157468,-0.684532880783081,0.001,,
2.3155922399999995,84,5.85,1867,26152,157592,0.03955545276403427,157490,-0.7677042682965597,0.001,,
2.28954866,84,5.87,1867,26156,157619,0.04676200604687134,157518,-0.6942265629768372,0.001,,
2.27750947,84,5.89,1867,26160,157647,0.04475556034594774,157541,-0.7491674184799194,0.001,,
2.30791364,84,5.93,1868,26164,157673,0.038251250982284546,157566,-0.7819564541180929,0.001,,
2.30504842,84,5.95,1868,26168,157698,0.031640833243727684,157596,-0.7409293949604034,0.001,,
2.29331561,84,5.99,1868,26172,157724,0.15578502118587495,157622,-0.7190587917963663,0.001,,
2.3191113099999994,84,6.11,1869,26176,157761,0.04635819420218468,157648,-0.7438236325979233,0.001,,
2.31445369,84,6.11,1869,26180,157786,0.03776824805471632,157683,-0.7169368863105774,0.001,,
2.3191854900000006,84,6.11,1870,26184,157808,0.03868523379787803,157707,-0.5060958117246628,0.001,,
2.3607782,84,6.21,1870,26188,157840,0.03433520103303286,157738,-0.7326746668134417,0.001,,
2.3258307400000002,84,6.18,1870,26192,157864,0.041382438503205776,157761,-0.6124603748321533,0.001,,
2.31818317,84,6.17,1871,26196,157888,0.04793944880366326,157786,-0.6612360596656799,0.001,,
2.31112866,84,6.16,1871,26200,157910,0.03903967775404453,157808,-0.7903181910514832,0.001,,
2.3165143,84,6.21,1871,26204,157932,0.035673321690410376,157831,-0.7007496654987335,0.001,,
2.4295904800000003,84,6.34,1872,26208,157964,0.03526172062589063,157862,-0.6696279883384705,0.001,,
2.4307928900000007,84,6.31,1872,26212,157985,0.0658682107925415,157884,-0.8359030683835348,0.001,,
2.48487578,84,6.38,1872,26216,158010,0.043838005512952805,157906,-0.7363142520189285,0.001,,
2.4228494400000002,84,6.27,1872,26220,158028,0.03414268232882023,157926,-0.6939011216163635,0.001,,
2.40775639,84,6.26,1872,26224,158048,0.04431887641549111,157946,-0.7461925745010376,0.001,,
2.28753914,84,6.15,1873,26228,158069,0.03638018257915974,157968,-0.7143425544102987,0.001,,
2.29314724,84,6.13,1873,26232,158091,0.04278688132762909,157989,-0.8080227673053741,0.001,,
2.2932753299999997,84,6.15,1873,26236,158113,0.06364915985614061,158011,-0.6492609977722168,0.001,,
2.2565612699999997,84,6.08,1873,26240,158135,0.04087970871478319,158033,-0.7402373999357224,0.001,,
2.2598347,84,6.06,1874,26244,158158,0.03538069017231464,158056,-0.675258586804072,0.001,,
2.26132607,84,6.07,1874,26248,158177,0.03971390798687935,158076,-0.663050502538681,0.001,,
2.34194113,84,6.14,1874,26252,158206,0.04973619058728218,158099,-0.746174943447113,0.001,,
2.35038438,84,6.07,1875,26256,158226,0.039670448005199435,158124,-0.6127471526463827,0.001,,
2.2689335899999996,84,5.98,1875,26260,158245,0.03822672814130783,158143,-0.6682046055793762,0.001,,
2.2742004700000003,84,6.02,1875,26264,158275,0.034332635998725894,158168,-0.772224505742391,0.001,,
2.2863097999999997,84,6.03,1876,26268,158301,0.037178985029459,158198,-0.8382332523663839,0.001,,
2.28231963,84,5.98,1876,26272,158322,0.03130286140367389,158219,-0.5505867600440979,0.001,,
2.2376555000000002,84,5.89,1876,26276,158350,0.03763821721076965,158244,-0.6999902725219727,0.001,,
2.2658130800000005,84,5.91,1877,26280,158377,0.0450458062812686,158275,-0.7701859474182129,0.001,,
2.2772154899999997,84,5.91,1877,26284,158399,0.04940013587474823,158297,-0.7312380373477936,0.001,,
2.25509558,84,5.83,1878,26288,158423,0.0432577756318179,158321,-0.8455145478248596,0.001,,
2.2810016799999997,84,5.84,1878,26292,158448,0.03828591704368591,158345,-0.6789098680019379,0.001,,
2.2751713999999996,84,5.81,1878,26296,158469,0.03995079547166824,158366,-0.6289306879043579,0.001,,
2.2782208199999996,84,5.85,1878,26300,158495,0.040027204900979996,158393,-0.7663170456886291,0.001,,
2.2981655599999997,84,5.85,1879,26304,158517,0.036208128184080125,158415,-0.7648372948169708,0.001,,
2.2168516200000004,84,5.79,1879,26308,158543,0.04957859321600861,158441,-0.933419868350029,0.001,,
2.2066328499999996,84,5.82,1879,26312,158567,0.041125820535752505,158464,-0.6097496032714844,0.001,,
2.2173569900000003,84,5.79,1880,26316,158589,0.044921642541885375,158487,-0.6627731621265411,0.001,,
2.2212766399999997,84,5.81,1880,26320,158609,0.07315011993050576,158507,-0.6575243473052979,0.001,,
2.2069291300000002,84,5.86,1880,26324,158634,0.05000909715890885,158532,-0.7594869534174601,0.001,,
2.2938471900000006,84,5.99,1881,26328,158668,0.04863850921392441,158555,-0.6819222092628479,0.001,,
2.2694387,84,5.96,1881,26332,158687,0.04091903418302536,158586,-0.6155882775783539,0.001,,
2.2836977099999998,84,5.96,1881,26336,158709,0.03889066074043512,158604,-0.7311588525772095,0.001,,
2.31943719,84,5.97,1881,26340,158732,0.052088988572359086,158628,-0.7530791362126669,0.001,,
2.31315399,84,6.02,1882,26344,158760,0.04454304691818026,158653,-0.6936985105276108,0.001,,
2.34650939,84,6.04,1882,26348,158781,0.041040148586034775,158680,-0.8450451294581095,0.001,,
2.24508653,84,5.95,1882,26352,158801,0.03324804157018661,158699,-0.6519694328308105,0.001,,
2.25528101,84,5.96,1883,26356,158822,0.04214199110865593,158721,-0.7299571931362152,0.001,,
2.2786830600000005,84,5.99,1883,26360,158844,0.04788884818553925,158742,-0.7623734076817831,0.001,,
2.28526376,84,5.96,1883,26364,158871,0.037374146903554596,158769,-0.810187578201294,0.001,,
2.26515242,84,5.94,1884,26368,158895,0.043733587861061095,158791,-0.7539750039577484,0.001,,
2.2669652399999998,84,5.93,1884,26372,158915,0.04101579859852791,158813,-0.7088927626609802,0.001,,
2.3536162899999997,84,6.0,1885,26376,158950,0.039013630151748656,158842,-0.5864956378936768,0.001,,
2.35000441,84,5.97,1885,26380,158974,0.03837957212494479,158872,-0.7780196666717529,0.001,,
2.3407088199999997,84,6.05,1885,26384,159004,0.03484360426664353,158898,-0.862245778242747,0.001,,
2.33854899,84,6.06,1885,26388,159029,0.037336067855358125,158927,-0.7099200487136841,0.001,,
2.31058834,84,6.03,1886,26392,159051,0.03993615321815014,158949,-0.7910606861114502,0.001,,
2.3026753299999996,84,6.06,1886,26396,159075,0.0411729846149683,158974,-0.6975011706352234,0.001,,
2.32766785,84,6.05,1886,26400,159100,0.03426411598920822,158998,-0.8875470558802286,0.001,,
2.31148671,84,6.01,1887,26404,159118,0.045920063741505146,159016,-0.6224340498447418,0.001,,
2.34260535,84,6.03,1887,26408,159146,0.03345477527805737,159042,-0.7530915588140488,0.001,,
2.3515835500000004,84,6.03,1888,26412,159170,0.044613396748900414,159066,-0.7024291604757309,0.001,,
2.3693662499999997,84,6.07,1888,26416,159196,0.03776491309205691,159093,-0.7003571192423502,0.001,,
2.44117308,84,6.15,1888,26420,159224,0.03768817335367203,159122,-0.7962209284305573,0.001,,
2.4719953000000006,84,6.14,1889,26424,159248,0.04764996916055679,159147,-0.8428927361965179,0.001,,
2.40820846,84,6.05,1889,26428,159273,0.038034898415207866,159169,-0.8698557019233704,0.001,,
2.5098567,84,6.13,1889,26432,159300,0.03819542452692985,159195,-0.6521837115287781,0.001,,
2.482928620000001,84,6.1,1890,26436,159319,0.038791813887655735,159217,-0.7252471446990967,0.001,,
2.47403107,84,6.1,1890,26440,159342,0.037025772407650946,159240,-0.7877354820569357,0.001,,
2.4491198800000005,84,6.04,1890,26444,159364,0.03636768758296967,159263,-0.6139819622039795,0.001,,
2.4792085900000003,84,6.13,1891,26448,159394,0.028924476355314255,159291,-0.7409848272800446,0.001,,
2.58654509,84,6.2,1891,26452,159421,0.03723359182476997,159316,-0.6682726740837097,0.001,,
2.5703454200000007,84,6.2,1891,26456,159442,0.03494343347847462,159340,-0.7290943115949631,0.001,,
2.5611774400000002,84,6.19,1891,26460,159463,0.036973534151911736,159362,-0.8666569193204244,0.001,,
2.50762869,84,6.14,1892,26464,159485,0.036385225132107735,159383,-0.8247734606266022,0.001,,
2.5170649599999995,84,6.12,1892,26468,159507,0.03733193036168814,159406,-0.8155774772167206,0.001,,
2.55575962,84,6.2,1892,26472,159535,0.035382432490587236,159427,-0.6727607548236847,0.001,,
2.46353154,84,6.09,1892,26476,159559,0.037786494112677045,159457,-0.6099400669336319,0.001,,
2.42119423,84,6.09,1893,26480,159583,0.05161028541624546,159481,-0.8420523107051849,0.001,,
2.4013027499999997,84,6.0,1893,26484,159604,0.17220745235681534,159500,-0.7064033448696136,0.001,,
2.41543971,84,6.02,1893,26488,159631,0.07782134041190147,159523,-0.7430186967055002,0.001,,
2.4172204100000005,84,6.02,1894,26492,159653,0.030788762494921684,159552,-0.695367177327474,0.001,,
2.43333003,84,5.97,1894,26496,159672,0.04860907047986984,159570,-0.6845694482326508,0.001,,
2.44461799,84,6.06,1894,26500,159706,0.035638333721594376,159604,-0.8150582313537598,0.001,,
2.4987489,84,6.12,1895,26504,159730,0.035113182850182056,159629,-0.7363794048627218,0.001,,
2.43351205,84,6.04,1895,26508,159750,0.03958822898566723,159647,-0.8576171398162842,0.001,,
2.4274472499999997,84,6.02,1895,26512,159772,0.035221057810953686,159670,-0.6460586935281754,0.001,,
2.3876665,84,5.98,1896,26516,159794,0.0379808759316802,159692,-0.8534500002861023,0.001,,
2.32433067,84,5.89,1896,26520,159813,0.04452118389308453,159711,-0.7682978808879852,0.001,,
2.3300754899999996,84,5.9,1896,26524,159838,0.03583803879363196,159734,-0.8044979274272919,0.001,,
2.30565777,84,5.9,1897,26528,159863,0.04593467153608799,159760,-0.8151626586914062,0.001,,
2.2418515099999996,84,5.89,1897,26532,159889,0.0337190895806998,159788,-0.7496030032634735,0.001,,
2.28526088,84,5.96,1898,26536,159915,0.03866189252585173,159809,-0.7351478636264801,0.001,,
2.26739492,84,5.94,1898,26540,159936,0.036445068567991255,159835,-0.7666319310665131,0.001,,
2.31157253,84,5.96,1898,26544,159960,0.04304925538599491,159858,-0.6547704339027405,0.001,,
2.3078580300000002,84,5.93,1899,26548,159987,0.044658114202320576,159884,-0.83156618475914,0.001,,
,,,,,160000,0.03760738577693701,159898,-0.7367390245199203,0.001,2.85617135,6.1
2.2646126900000003,84,5.95,1900,26552,160016,0.039641671414886205,159913,-0.7689507007598877,0.001,,
2.2846255600000003,84,6.02,1900,26556,160044,0.037041053641587496,159941,-0.7731665223836899,0.001,,
2.26459562,84,6.0,1900,26560,160063,0.038377280533313754,159961,-0.7395522892475128,0.001,,
2.2858693,84,6.03,1901,26564,160088,0.04509500879794359,159986,-0.7074495255947113,0.001,,
2.27062592,84,6.05,1901,26568,160112,0.03720485201726357,160006,-0.7507819135983785,0.001,,
2.2165858600000004,84,5.94,1901,26572,160129,0.053382059559226036,160028,-0.7328373193740845,0.001,,
2.19873378,84,5.9,1902,26576,160149,0.03688564461966356,160047,-0.6236804326375326,0.001,,
2.1993184400000003,84,5.91,1902,26580,160174,0.04098292477428913,160070,-0.7325037519137064,0.001,,
2.24113605,84,5.95,1902,26584,160199,0.03183511756360531,160092,-0.7550873359044393,0.001,,
2.25699665,84,5.92,1902,26588,160223,0.03933481965214014,160119,-0.5804416537284851,0.001,,
2.27261634,84,5.92,1903,26592,160245,0.037922608769602247,160144,-0.6676176130771637,0.001,,
2.27643202,84,5.94,1903,26596,160266,0.0488336443901062,160165,-0.829175740480423,0.001,,
2.20783898,84,5.81,1903,26600,160287,0.04670820683240891,160183,-0.6897069215774536,0.001,,
2.1754592,84,5.79,1904,26604,160309,0.04151497110724449,160207,-0.6967986226081848,0.001,,
2.2345382000000003,84,5.85,1904,26608,160335,0.03598301764577627,160231,-0.6671229153871536,0.001,,
2.2509322999999997,84,5.86,1904,26612,160358,0.03778732816378275,160255,-0.7761555512746176,0.001,,
2.33959074,84,5.97,1905,26616,160391,0.045902649872004986,160285,-0.7230836749076843,0.001,,
2.37652411,84,6.03,1905,26620,160416,0.042831950510541596,160315,-0.8291236460208893,0.001,,
2.40554601,84,6.07,1905,26624,160445,0.05362572334706783,160341,-0.6374938115477562,0.001,,
2.45416672,84,6.07,1905,26628,160470,0.06901022121310234,160368,-0.8251904845237732,0.001,,
2.45755894,84,6.05,1906,26632,160494,0.03708842624392775,160392,-0.8369452595710755,0.001,,
2.4547785199999996,84,6.05,1906,26636,160520,0.04563974938355386,160418,-0.8840699046850204,0.001,,
2.47496207,84,6.05,1907,26640,160541,0.03454641550779343,160438,-0.7524234453837076,0.001,,
2.44336692,84,6.0,1907,26644,160560,0.035466677695512774,160458,-0.6575395067532858,0.001,,
2.43364179,84,5.99,1907,26648,160586,0.04573185050061771,160483,-0.8296594619750977,0.001,,
2.37887828,84,5.94,1907,26652,160610,0.07142006531357765,160505,-0.6900318264961243,0.001,,
2.4085508700000005,84,5.91,1908,26656,160635,0.04357118010520935,160533,-0.8307891845703125,0.001,,
2.4478506700000002,84,5.95,1908,26660,160658,0.03917198553681374,160553,-0.7949674427509308,0.001,,
2.4239124400000005,84,5.89,1908,26664,160677,0.03864035941660404,160576,-0.7321421504020691,0.001,,
2.50922779,84,5.92,1908,26668,160704,0.0333300918340683,160602,-0.8184744517008463,0.001,,
2.5955644100000006,84,6.02,1909,26672,160731,0.03958673934851374,160629,-0.7581909894943237,0.001,,
2.58905105,84,6.02,1909,26676,160751,0.03326264023780823,160649,-0.5978504568338394,0.001,,
